onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
2.054188811	14.14598542	2	PRP1	2.054188811	4.166053971	9.19982223	4.267514924	13.46733715	-1
18.38190983	14.03289274	9	PRP2	18.38190983	20.39780671	25.41448013	0.661502805	26.07598294	1
34.54888446	14.03248924	1	PRP3	34.54888446	36.56467231	41.58102847	0.580537296	42.16156577	-1
50.71548435	14.03306673	8	computer	50.71548435	52.73062376	57.74825866	0.617510997	58.36576966	1
65.88175215	14.03328923	9	PRP4	65.88175215	67.89779969	72.91471649	0.780367912	73.69508441	1
83.04783923	14.03348548	10	PRP3	83.04783923	85.06386571	90.08095958	0.761731477	90.84269105	1
100.198435	14.03215313	3	PRP2	100.198435	102.2134257	107.2302751	0.688147906	107.918423	-1
115.3635098	14.03387207	2	PRP5	115.3635098	117.3794179	122.396879	2.566619865	124.9634989	1
131.5144484	14.03282083	3	PRP1	131.5144484	133.5293564	138.54697	1.908734722	140.4557047	-1
147.6635653	14.03255301	10	PRP1	147.6635653	149.6789968	154.6958902	0.78011112	155.4760013	1
162.8298656	14.03377276	1	PRP4	162.8298656	164.845387	169.8631497	0.96127683	170.8244265	-1
177.9841264	14.02834313	10	computer	177.9841264	179.9952348	185.0121751	0.710873443	185.7230485	1
193.1283289	14.03437791	3	computer	193.1283289	195.1458446	200.1624652	0.650377582	200.8128428	-1
210.279283	14.0328957	11	PRP4	210.279283	212.2950622	217.3119038	0.791884261	218.1037881	1
226.4318943	14.03040248	3	computer	226.4318943	228.4452322	233.4620177	0.766555036	234.2285727	-1
241.5804614	14.03134539	2	computer	241.5804614	243.5948	248.6115264	0.792676418	249.4042028	-1
257.7291634	14.03191549	8	PRP6	257.7291634	259.7440775	264.7608785	0.64395792	265.4048364	1
272.8784792	14.03292108	8	computer	272.8784792	274.8944427	279.9112422	0.713897561	280.6251398	1
288.0274304	14.03451646	1	computer	288.0274304	290.0445573	295.0616727	0.646550301	295.708223	-1
304.1801196	14.03081337	8	computer	304.1801196	306.1944839	311.2106356	0.761152848	311.9717884	1
321.3273655	14.03337596	9	computer	321.3273655	323.3435418	328.3605882	0.576822743	328.9374109	1
337.6771018	14.03366888	2	computer	337.6771018	339.6934516	344.7104939	0.653770822	345.3642647	-1
352.8272607	14.03359038	9	computer	352.8272607	354.8437215	359.8605811	0.609831215	360.4704123	1
370.9775252	14.03253512	10	computer	370.9775252	372.9928538	378.0099436	0.686347389	378.696291	1
388.1270976	14.03335099	2	computer	388.1270976	390.1431863	395.1601852	0.676550776	395.8367359	-1
403.2936201	14.03265395	4	PRP5	403.2936201	405.3095452	410.3260085	1.045881546	411.37189	1
419.4428764	14.0338437	2	PRP3	419.4428764	421.4587564	426.4764335	0.696813569	427.1732471	-1
436.6097023	14.03288719	9	PRP2	436.6097023	438.6255567	443.6422505	0.635871744	444.2781223	1
451.7595776	14.03254354	1	computer	451.7595776	453.7750991	458.7918359	0.701380506	459.4932164	-1
468.9095087	14.03265905	4	computer	468.9095087	470.9247059	475.9418709	0.742321863	476.6841928	-1
487.0624709	14.02915467	1	PRP6	487.0624709	489.0752704	494.091259	2.09273492	496.1839939	1
503.2093809	14.03237701	8	PRP6	503.2093809	505.2241958	510.2414931	0.594220095	510.8357131	1
518.362054	14.0294004	8	PRP5	518.362054	520.374659	525.3913527	0.767548511	526.1589012	1
536.5070739	14.03459451	1	computer	536.5070739	538.5242294	543.541382	0.57039418	544.1117762	-1
551.6604229	14.03040129	9	computer	551.6604229	553.6735196	558.6905616	0.779595547	559.4701572	1
567.8112245	14.02938655	11	computer	567.8112245	569.8231535	574.8403063	0.765303758	575.6056101	1
