onset	duration	trial_type	rating	response_time	database	identifier
6.261	6.007	vp	4	4.002	iaps	5201
21.144	6.004	vp	3	1.783	iaps	4660
32.428	6.016	vp	4	1.204	iaps	8190
48.527	6.016	dn	4	2.918	iaps	2730
61.643	6.015	dn	4	2.419	iaps	8485
74.740	6.016	dn	2	2.583	iaps	2751
90.826	6.010	ip	3	1.674	iaps	8300
103.502	6.008	ip	1	1.012	iaps	2304
116.965	6.011	ip	2	2.183	iaps	7470
133.060	6.016	vn	3	1.070	iaps	2900
145.860	6.016	vn	2	2.058	iaps	9290
159.258	6.015	vn	3	1.513	iaps	2750
175.355	6.016	dp	4	1.586	iaps	5629
189.341	6.010	dp	3	1.239	iaps	8461
201.508	6.008	dp	2	1.020	iaps	7501
217.575	6.005	in	4	1.099	iaps	6571
231.045	6.013	in	3	1.471	iaps	9046
243.724	6.017	in	4	0.965	iaps	9006
259.823	6.016	vt	1	0.869	iaps	7041
272.921	6.015	vt	1	1.211	iaps	7010
286.001	6.006	vt	1	1.088	iaps	7034
302.065	6.008	dn	1	1.128	iaps	9417
316.640	6.005	dn	3	2.145	iaps	9409
328.223	6.017	dn	4	1.424	iaps	9630
344.323	6.017	ip	4	0.759	iaps	4651
358.205	6.015	ip	4	1.116	iaps	4599
370.504	6.015	ip	4	1.521	iaps	8497
386.590	6.010	vn	4	1.310	iaps	3550
400.364	6.009	vn	4	0.881	iaps	2691
412.755	6.007	vn	4	0.946	iaps	9102
428.838	6.004	dp	2	1.755	iaps	1731
443.721	6.017	dp	2	2.486	iaps	8200
455.022	6.015	dp	3	1.897	iaps	2216
471.119	6.015	vt	1	1.378	iaps	2850
484.017	6.004	vt	1	0.969	iaps	7000
497.288	6.008	vt	1	0.794	iaps	5534
513.354	6.006	in	3	1.203	iaps	9160
527.725	6.013	in	4	1.696	iaps	3160
539.520	6.017	in	4	1.362	iaps	6838
555.620	6.018	vp	3	0.799	iaps	8502
570.003	6.020	vp	1	1.117	iaps	8540
581.787	6.011	vp	3	0.852	iaps	7220
