onset	duration	trial_type	rating	response_time	database	identifier
6.282	6.017	dp	n/a	n/a	iaps	5480
18.699	6.017	dp	n/a	n/a	iaps	8186
32.499	6.016	dp	n/a	n/a	iaps	5621
48.598	6.017	vn	n/a	n/a	iaps	9471
62.215	6.017	vn	n/a	n/a	iaps	9007
74.815	6.017	vn	n/a	n/a	iaps	6555
90.914	6.017	ip	n/a	n/a	iaps	7280
105.914	6.017	ip	n/a	n/a	iaps	4622
117.131	6.017	ip	n/a	n/a	iaps	5594
133.231	6.017	dn	n/a	n/a	iaps	2688
146.346	6.017	dn	n/a	n/a	iaps	9330
159.446	6.017	dn	n/a	n/a	iaps	6834
175.546	6.018	vt	n/a	n/a	iaps	7705
189.446	6.017	vt	n/a	n/a	iaps	7080
201.746	6.017	vt	n/a	n/a	iaps	7233
217.846	6.017	in	n/a	n/a	iaps	2700
230.562	6.017	in	n/a	n/a	iaps	9430
244.062	6.016	in	n/a	n/a	iaps	9342
260.162	6.017	vp	n/a	n/a	iaps	8161
274.562	6.017	vp	n/a	n/a	iaps	8501
286.362	6.017	vp	n/a	n/a	iaps	2224
302.461	6.017	dn	n/a	n/a	iaps	7380
315.261	6.017	dn	n/a	n/a	iaps	9592
328.661	6.017	dn	n/a	n/a	iaps	9341
344.761	6.017	vp	n/a	n/a	iaps	8193
358.360	6.017	vp	n/a	n/a	iaps	4180
370.961	6.017	vp	n/a	n/a	iaps	1510
387.060	6.017	in	n/a	n/a	iaps	9611
401.260	6.017	in	n/a	n/a	iaps	6831
413.260	6.017	in	n/a	n/a	iaps	2710
429.360	6.017	vt	n/a	n/a	iaps	2393
444.160	6.017	vt	n/a	n/a	iaps	2840
455.560	6.016	vt	n/a	n/a	iaps	7179
471.659	6.017	dp	n/a	n/a	iaps	7580
486.659	6.017	dp	n/a	n/a	iaps	5460
497.859	6.017	dp	n/a	n/a	iaps	1721
513.959	6.017	vn	n/a	n/a	iaps	9400
527.658	6.017	vn	n/a	n/a	iaps	3400
540.158	6.017	vn	n/a	n/a	iaps	6830
556.258	6.016	ip	n/a	n/a	iaps	1650
568.757	6.017	ip	n/a	n/a	iaps	7480
582.457	6.017	ip	n/a	n/a	iaps	8170
