onset	duration	trial_type	rating	response_time	database	identifier
6.266	6.017	dp	1	1.382	iaps	4610
18.666	6.016	dp	3	2.281	iaps	8178
32.466	6.016	dp	2	1.583	iaps	4800
48.566	6.017	vn	4	1.648	iaps	9420
62.183	6.017	vn	3	1.038	iaps	6230
74.783	6.016	vn	1	1.687	iaps	2590
90.882	6.016	ip	3	0.478	iaps	5600
105.882	6.017	ip	2	2.256	iaps	2395
117.082	6.017	ip	3	1.701	iaps	4641
133.182	6.017	dn	3	1.381	iaps	1274
146.282	6.017	dn	2	1.682	iaps	6300
159.381	6.016	dn	2	1.363	iaps	3220
175.481	6.017	vt	2	1.339	iaps	7187
189.381	6.017	vt	1	1.206	iaps	7002
201.680	6.018	vt	1	1.242	iaps	7161
217.780	6.017	in	4	1.713	iaps	2120
230.480	6.017	in	3	2.017	iaps	9180
243.980	6.017	in	3	1.283	iaps	9041
260.080	6.017	vp	3	1.484	iaps	8034
274.479	6.018	vp	3	1.666	iaps	8510
286.279	6.017	vp	1	1.151	iaps	2209
302.379	6.017	dn	2	1.529	iaps	6213
315.179	6.017	dn	2	1.217	iaps	9561
328.579	6.017	dn	1	1.715	iaps	6561
344.679	6.017	vp	2	4.000	iaps	8179
358.279	6.017	vp	2	0.941	iaps	2391
370.878	6.017	vp	2	1.174	iaps	1500
386.978	6.017	in	4	2.297	iaps	9920
401.178	6.017	in	4	1.756	iaps	2981
413.178	6.017	in	2	1.309	iaps	2278
429.277	6.017	vt	1	2.429	iaps	2190
444.078	6.017	vt	1	1.328	iaps	5740
455.477	6.016	vt	1	2.170	iaps	7009
471.577	6.016	dp	2	2.068	iaps	7350
486.577	6.016	dp	2	2.866	iaps	4290
497.777	6.017	dp	1	1.772	iaps	2170
513.876	6.017	vn	4	1.690	iaps	9050
527.576	6.017	vn	3	1.193	iaps	2455
540.076	6.017	vn	3	1.847	iaps	2683
556.176	6.017	ip	2	1.628	iaps	1540
568.675	6.017	ip	3	2.018	iaps	5700
582.375	6.018	ip	3	1.964	iaps	8120
