onset	duration	trial_type	rating	response_time	database	identifier
6.252	6.010	vp	1	2.959	iaps	4290
21.127	6.008	vp	1	1.652	iaps	2395
32.401	6.007	vp	1	0.982	iaps	5700
48.485	6.016	dn	1	1.241	iaps	2120
61.601	6.017	dn	1	2.664	iaps	6230
74.701	6.016	dn	1	1.104	iaps	2455
90.798	6.015	ip	3	0.922	iaps	8034
103.496	6.004	ip	3	1.895	iaps	2170
116.959	6.008	ip	2	3.868	iaps	4800
133.033	6.005	vn	2	2.796	iaps	2590
145.805	6.011	vn	1	1.545	iaps	9180
159.199	6.017	vn	2	2.650	iaps	2278
175.299	6.015	dp	1	1.766	iaps	4610
189.297	6.016	dp	1	0.662	iaps	8120
201.495	6.015	dp	1	1.334	iaps	5600
217.575	6.008	in	3	1.227	iaps	3220
231.039	6.009	in	3	1.049	iaps	6561
243.715	6.004	in	3	2.219	iaps	6300
259.799	6.016	vt	2	1.891	iaps	7187
272.898	6.016	vt	1	1.824	iaps	7009
285.997	6.014	vt	1	1.127	iaps	7161
302.093	6.004	dn	1	1.549	iaps	9561
316.663	6.009	dn	2	3.286	iaps	9420
328.230	6.006	dn	1	1.037	iaps	9920
344.302	6.011	ip	3	0.920	iaps	2391
358.183	6.013	ip	3	1.555	iaps	2209
370.480	6.016	ip	3	0.870	iaps	8178
386.579	6.014	vn	3	4.002	iaps	2981
400.376	6.016	vn	2	1.567	iaps	1274
412.746	6.009	vn	1	1.825	iaps	9041
428.820	6.009	dp	1	1.738	iaps	1500
443.685	6.011	dp	3	3.019	iaps	7350
454.979	6.016	dp	1	1.886	iaps	1540
471.079	6.016	vt	1	3.450	iaps	2190
483.977	6.016	vt	1	1.355	iaps	7002
497.275	6.015	vt	1	1.210	iaps	5740
513.345	6.009	in	3	3.262	iaps	9050
527.719	6.010	in	1	1.760	iaps	2683
539.483	6.011	in	3	0.741	iaps	6213
555.561	6.037	vp	1	1.482	iaps	8179
569.978	6.035	vp	1	1.887	iaps	8510
581.793	6.015	vp	1	1.384	iaps	4641
