onset	duration	trial_type	rating	response_time	database	identifier
6.263	6.016	vp	3	2.175	iaps	5201
21.163	6.016	vp	3	2.339	iaps	4660
32.462	6.015	vp	2	1.115	iaps	8190
48.559	6.016	dn	3	1.723	iaps	2730
61.656	6.007	dn	3	2.973	iaps	8485
74.729	6.007	dn	1	1.039	iaps	2751
90.801	6.011	ip	n/a	n/a	iaps	8300
103.495	6.016	ip	3	0.980	iaps	2304
116.995	6.016	ip	4	0.848	iaps	7470
133.093	6.015	vn	3	1.524	iaps	2900
145.890	6.016	vn	3	1.747	iaps	9290
159.277	6.010	vn	1	2.464	iaps	2750
175.352	6.008	dp	2	0.829	iaps	5629
189.334	6.010	dp	2	1.502	iaps	8461
201.510	6.016	dp	2	1.000	iaps	7501
217.610	6.017	in	4	0.989	iaps	6571
231.110	6.015	in	n/a	n/a	iaps	9046
243.807	6.015	in	4	0.756	iaps	9006
259.904	6.005	vt	1	0.660	iaps	7041
272.969	6.008	vt	1	0.749	iaps	7010
286.042	6.006	vt	2	3.909	iaps	7034
302.126	6.016	dn	1	0.814	iaps	9417
316.725	6.016	dn	1	1.137	iaps	9409
328.326	6.015	dn	1	0.881	iaps	9630
344.439	6.016	ip	2	1.221	iaps	4651
358.319	6.006	ip	3	0.948	iaps	4599
370.608	6.008	ip	4	2.086	iaps	8497
386.674	6.005	vn	4	1.133	iaps	3550
400.458	6.016	vn	4	0.693	iaps	2691
412.857	6.017	vn	3	2.257	iaps	9102
428.957	6.016	dp	3	2.779	iaps	1731
443.854	6.016	dp	2	1.039	iaps	8200
455.140	6.011	dp	3	3.412	iaps	2216
471.224	6.008	vt	1	0.851	iaps	2850
484.090	6.006	vt	1	0.827	iaps	7000
497.373	6.016	vt	1	0.976	iaps	5534
513.473	6.016	in	2	1.707	iaps	9160
527.872	6.016	in	2	0.588	iaps	3160
539.671	6.016	in	4	1.022	iaps	6838
555.768	6.004	vp	3	0.963	iaps	8502
570.138	6.009	vp	1	1.658	iaps	8540
581.913	6.009	vp	3	0.647	iaps	7220
