trial	response	correct_response	accuracy	reaction_time
1	8	8	1	840
2	14	14	1	629
3	16	16	1	953
4	11	11	1	820
5	6	6	1	461
6	10	10	1	766
7	13	13	1	1119
8	7	7	1	566
9	3	3	1	455
10	7	7	1	468
11	10	10	1	804
12	11	11	1	704
13	10	10	1	935
14	8	8	1	736
15	14	14	1	861
16	15	15	1	774
17	10	10	1	840
18	9	9	1	795
19	8	8	1	609
20	12	12	1	1002
21	13	13	1	723
22	5	5	1	470
23	9	9	1	590
24	11	11	1	774
25	4	4	1	315
26	7	7	1	538
27	14	14	1	761
28	13	13	1	878
29	9	9	1	1976
30	6	6	1	656
