trial	response	correct_response	accuracy	reaction_time
1	j	j	1	811
2	l	l	1	839
3	j	j	1	1101
4	l	l	1	886
5	j	j	1	658
6	k	k	1	664
7	j	j	1	678
8	l	l	1	653
9	j	j	1	711
10	k	k	1	572
11	l	l	1	949
12	k	k	1	684
13	k	k	1	548
14	j	j	1	680
15	l	l	1	791
16	l	l	1	582
17	l	l	1	1081
18	l	l	1	893
19	j	j	1	551
20	l	l	1	651
