trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1561
2	j	j	1	810
3	k	k	1	957
4	j	j	1	1693
5	j	j	1	565
6	k	k	1	660
7	j	j	1	541
8	k	k	1	812
9	j	j	1	544
10	k	k	1	651
11	j	j	1	726
12	k	k	1	884
13	j	j	1	609
14	k	k	1	1747
15	k	k	1	1444
16	k	k	1	856
17	k	k	1	1274
18	l	l	1	1358
19	k	k	1	1595
20	l	l	1	1803
