onset	duration	trial_type	rating	response_time	database	identifier
6.265	6.004	dp	2	1.375	iaps	5480
18.647	6.017	dp	2	1.313	iaps	8186
32.448	6.016	dp	2	1.098	iaps	5621
48.546	6.016	vn	2	1.241	iaps	9471
62.160	6.015	vn	3	0.836	iaps	9007
74.759	6.006	vn	3	0.695	iaps	6555
90.822	6.009	ip	4	1.536	iaps	7280
105.813	6.005	ip	4	0.806	iaps	4622
116.984	6.012	ip	4	0.617	iaps	5594
133.080	6.016	dn	2	0.633	iaps	2688
146.178	6.016	dn	2	1.412	iaps	9330
159.276	6.015	dn	2	0.697	iaps	6834
175.373	6.005	vt	1	1.316	iaps	7705
189.237	6.008	vt	1	0.779	iaps	7080
201.512	6.005	vt	1	0.875	iaps	7233
217.595	6.017	in	4	1.042	iaps	2700
230.295	6.017	in	4	0.698	iaps	9430
243.794	6.016	in	4	0.736	iaps	9342
259.892	6.015	vp	2	0.777	iaps	8161
274.289	6.006	vp	1	0.924	iaps	8501
286.060	6.009	vp	2	1.324	iaps	2224
302.128	6.006	dn	2	0.764	iaps	7380
314.911	6.017	dn	2	0.949	iaps	9592
328.310	6.017	dn	1	2.105	iaps	9341
344.443	6.015	vp	2	1.335	iaps	8193
358.041	6.015	vp	1	1.547	iaps	4180
370.638	6.006	vp	1	0.803	iaps	1510
386.702	6.008	in	4	0.839	iaps	9611
400.865	6.010	in	4	0.702	iaps	6831
412.830	6.012	in	4	0.936	iaps	2710
428.926	6.016	vt	1	0.689	iaps	2393
443.725	6.015	vt	1	1.009	iaps	2840
455.124	6.015	vt	2	0.876	iaps	7179
471.208	6.012	dp	2	0.719	iaps	7580
486.184	6.008	dp	1	0.677	iaps	5460
497.349	6.009	dp	1	1.293	iaps	1721
513.424	6.017	vn	2	0.635	iaps	9400
527.125	6.016	vn	3	1.804	iaps	3400
539.625	6.015	vn	3	0.759	iaps	6830
555.722	6.015	ip	3	1.202	iaps	1650
568.220	6.004	ip	4	2.170	iaps	7480
581.901	6.007	ip	4	0.846	iaps	8170
