trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1018
2	k	k	1	835
3	j	l	0	624
4	k	k	1	960
5	k	k	1	1109
6	n/a	l	0	n/a
7	l	j	0	1315
8	j	l	0	1244
9	k	k	1	835
10	l	j	0	1456
11	l	k	0	1416
12	k	l	0	1119
13	j	j	1	1009
14	l	l	1	1262
15	l	j	0	1481
16	j	j	1	1429
17	k	k	1	1355
18	l	k	0	1683
19	l	l	1	1323
