onset	duration	trial_type	rating	response_time	database	identifier
6.261	6.012	dp	1	1.781	iaps	5480
18.656	6.005	dp	1	2.660	iaps	8186
32.436	6.008	dp	2	1.264	iaps	5621
48.511	6.006	vn	3	1.185	iaps	9471
62.144	6.017	vn	3	0.994	iaps	9007
74.744	6.016	vn	4	1.110	iaps	6555
90.843	6.015	ip	4	1.384	iaps	7280
105.841	6.016	ip	4	2.081	iaps	4622
117.038	6.005	ip	3	1.671	iaps	5594
133.119	6.007	dn	2	1.444	iaps	2688
146.183	6.010	dn	1	1.204	iaps	9330
159.264	6.011	dn	2	2.001	iaps	6834
175.359	6.016	vt	1	1.517	iaps	7705
189.259	6.016	vt	1	1.275	iaps	7080
201.581	6.008	vt	1	1.164	iaps	7233
217.671	6.004	in	3	1.777	iaps	2700
230.371	6.013	in	4	2.540	iaps	9430
243.858	6.007	in	3	1.213	iaps	9342
259.941	6.004	vp	4	1.045	iaps	8161
274.324	6.016	vp	3	1.381	iaps	8501
286.124	6.015	vp	4	1.068	iaps	2224
302.221	6.015	dn	2	3.398	iaps	7380
315.007	6.012	dn	1	1.119	iaps	9592
328.383	6.007	dn	1	1.513	iaps	9341
344.456	6.007	vp	4	1.232	iaps	8193
358.039	6.005	vp	3	2.932	iaps	4180
370.622	6.017	vp	3	1.505	iaps	1510
386.723	6.015	in	4	1.510	iaps	9611
400.921	6.015	in	4	1.789	iaps	6831
412.919	6.016	in	3	2.076	iaps	2710
429.016	6.005	vt	1	1.308	iaps	2393
443.780	6.009	vt	1	1.653	iaps	2840
455.160	6.011	vt	1	1.062	iaps	7179
471.238	6.016	dp	1	2.091	iaps	7580
486.238	6.016	dp	1	2.524	iaps	5460
497.437	6.015	dp	2	1.614	iaps	1721
513.533	6.016	vn	3	0.969	iaps	9400
527.220	6.010	vn	4	1.669	iaps	3400
539.687	6.008	vn	2	3.263	iaps	6830
555.770	6.005	ip	3	2.608	iaps	1650
568.254	6.016	ip	4	1.309	iaps	7480
581.953	6.021	ip	4	1.342	iaps	8170
