onset	duration	trial_type	rating	response_time	database	identifier
6.257	6.009	vp	1	2.145	iaps	5460
21.133	6.004	vp	2	1.494	iaps	4622
32.415	6.017	vp	2	1.548	iaps	7480
48.515	6.017	dn	3	1.663	iaps	2700
61.631	6.016	dn	2	1.339	iaps	9007
74.728	6.016	dn	3	0.945	iaps	3400
90.826	6.007	ip	3	1.520	iaps	8161
103.490	6.008	ip	2	1.305	iaps	1721
116.965	6.006	ip	4	2.532	iaps	5621
133.034	6.013	vn	2	1.814	iaps	6555
145.831	6.017	vn	2	2.383	iaps	9430
159.230	6.015	vn	2	3.493	iaps	2710
175.327	6.015	dp	2	2.396	iaps	5480
189.308	6.005	dp	2	1.747	iaps	8170
201.489	6.008	dp	1	0.998	iaps	7280
217.553	6.010	in	3	1.068	iaps	6834
231.046	6.016	in	3	2.053	iaps	9341
243.746	6.016	in	2	2.111	iaps	9330
259.845	6.015	vt	1	0.909	iaps	7705
272.943	6.015	vt	1	1.008	iaps	7179
286.024	6.004	vt	1	0.937	iaps	7233
302.095	6.008	dn	1	1.455	iaps	9592
316.662	6.006	dn	1	1.169	iaps	9471
328.232	6.013	dn	2	2.216	iaps	9611
344.328	6.016	ip	3	1.059	iaps	4180
358.228	6.015	ip	2	1.809	iaps	2224
370.526	6.015	ip	4	2.492	iaps	8186
386.611	6.010	vn	3	3.156	iaps	6831
400.387	6.008	vn	3	1.160	iaps	2688
412.798	6.012	vn	2	2.237	iaps	9342
428.877	6.017	dp	1	0.816	iaps	1510
443.777	6.017	dp	1	1.151	iaps	7580
455.076	6.016	dp	1	1.227	iaps	1650
471.173	6.016	vt	1	1.339	iaps	2393
484.072	6.004	vt	1	1.428	iaps	7080
497.336	6.007	vt	1	1.324	iaps	2840
513.409	6.006	in	3	1.588	iaps	9400
527.780	6.012	in	4	1.126	iaps	6830
539.576	6.016	in	4	1.228	iaps	7380
555.675	6.016	vp	3	3.380	iaps	8193
570.073	6.016	vp	3	1.856	iaps	8501
581.854	6.004	vp	2	1.115	iaps	5594
