trial	response	correct_response	accuracy	reaction_time
1	8	8	1	1288
2	14	14	1	1590
3	16	16	1	912
4	11	11	1	456
5	6	6	1	316
6	10	10	1	1273
7	13	13	1	985
8	7	7	1	638
9	3	3	1	576
10	7	7	1	505
11	10	10	1	1449
12	11	11	1	873
13	10	10	1	1402
14	8	8	1	1698
15	14	14	1	1992
16	15	15	1	923
17	10	10	1	2593
18	9	9	1	1073
19	8	8	1	527
20	12	12	1	965
21	13	13	1	767
22	5	5	1	388
23	9	9	1	1120
24	11	11	1	840
25	4	4	1	846
26	7	7	1	665
27	1	14	0	2522
28	13	13	1	1358
29	9	9	1	418
30	7	6	0	1749
