onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
2.073841251	14.10680788	11	computer	2.073841251	4.16443701	9.180301611	0.744571125	9.924872736	1
19.3642551	14.03217688	4	PRP1	19.3642551	21.37853679	26.39611668	0.715660888	27.11177757	-1
37.51561518	14.03032841	2	computer	37.51561518	39.52872521	44.54561468	0.997481807	45.54309649	-1
54.68119081	14.03144312	8	computer	54.68119081	56.69541358	61.71231679	0.620800237	62.33311703	1
70.84636974	14.03301639	2	PRP2	70.84636974	72.86223343	77.87905705	0.646328451	78.5253855	-1
86.01113769	14.0345703	10	PRP3	86.01113769	88.0282697	93.04537394	0.661656726	93.70703067	1
101.1637535	14.03154369	8	PRP4	101.1637535	103.1780841	108.1949616	0.63934962	108.8343112	1
116.3139934	14.03101255	3	computer	116.3139934	118.3275114	123.3446906	0.680166056	124.0248566	-1
132.4615005	14.03334702	3	PRP5	132.4615005	134.4775026	139.4942698	0.747021912	140.2412917	-1
149.6129159	14.03195128	9	PRP1	149.6129159	151.6276274	156.6443502	0.663657796	157.308008	1
164.7614337	14.03288778	9	computer	164.7614337	166.7769811	171.7940377	0.564788345	172.3588261	1
180.9284026	14.03262404	1	PRP6	180.9284026	182.943334	187.9607762	0.74662621	188.7074024	-1
199.0788921	14.03122233	10	computer	199.0788921	201.0935445	206.1098081	0.476247069	206.5860551	1
214.2272019	14.03354782	11	PRP3	214.2272019	216.2435268	221.2603942	0.903876298	222.1642705	1
229.3772603	14.03273309	2	PRP1	229.3772603	231.3931203	236.4097117	0.944490113	237.3542018	-1
245.5266969	14.03299367	1	computer	245.5266969	247.5422202	252.5593982	0.775597219	253.3349954	-1
260.6785232	14.03151721	3	PRP2	260.6785232	262.6930445	267.7097324	1.202460842	268.9121932	-1
276.830344	14.02895849	4	PRP5	276.830344	278.8423042	283.8589803	0.859652911	284.7186332	-1
292.9769428	14.03192643	4	computer	292.9769428	294.9925284	300.0085964	1.450251686	301.4588481	-1
309.1254757	14.03409382	9	computer	309.1254757	311.1420817	316.1592277	1.165133571	317.3243613	1
325.2758137	14.03276354	11	PRP6	325.2758137	327.2916268	332.3082681	1.223066405	333.5313345	1
341.4254059	14.03289171	10	PRP4	341.4254059	343.4411832	348.4579889	0.744473946	349.2024628	1
357.5758492	14.03295817	8	PRP6	357.5758492	359.5907275	364.6085066	0.484891461	365.0933981	1
372.7244999	14.03362795	11	computer	372.7244999	374.740957	379.7577926	0.524183404	380.281976	1
387.8734373	14.03458704	1	PRP2	387.8734373	389.8902657	394.9077383	0.614707991	395.5224463	-1
406.0254388	14.03190726	11	PRP4	406.0254388	408.0403414	413.0570353	0.992220994	414.0492563	1
421.1732285	14.03472252	11	PRP1	421.1732285	423.1900958	428.2076043	0.585998097	428.7936024	1
438.3250137	14.03207628	9	PRP3	438.3250137	440.3399142	445.3567455	0.863213331	446.2199588	1
453.4749233	14.03248298	4	PRP2	453.4749233	455.4896859	460.5071324	0.559927033	461.0670594	-1
471.6274055	14.02977244	8	PRP3	471.6274055	473.6401983	478.6567843	0.679069649	479.335854	1
488.772958	14.03382125	1	PRP5	488.772958	490.7896896	495.8065183	0.533615876	496.3401341	-1
503.9271328	14.02949435	2	PRP5	503.9271328	505.9386264	510.9563305	0.954314022	511.9106446	-1
520.0756847	14.0308548	4	computer	520.0756847	522.0890836	527.1061792	1.074369384	528.1805486	-1
535.2248122	14.03142168	9	PRP4	535.2248122	537.2385426	542.2560066	0.902458702	543.1584654	1
550.3726446	14.03243225	4	PRP6	550.3726446	552.3884471	557.4048214	0.676395126	558.0812165	-1
567.5046827	14.03416773	3	computer	567.5046827	569.5212068	574.5385688	1.321169586	575.8597384	-1
