onset	duration	trial_type	rating	response_time	database	identifier
6.249	6.017	dp	2	0.750	iaps	4680
18.650	6.017	dp	2	0.918	iaps	8341
32.450	6.017	dp	2	1.090	iaps	5820
48.549	6.017	vn	3	1.438	iaps	9620
62.166	6.016	vn	4	0.879	iaps	9042
74.765	6.017	vn	2	1.103	iaps	6250
90.865	6.017	ip	3	0.940	iaps	7260
105.865	6.017	ip	3	0.879	iaps	4607
117.065	6.017	ip	2	1.154	iaps	5000
133.165	6.017	dn	3	1.955	iaps	2053
146.264	6.017	dn	2	1.180	iaps	9320
159.364	6.018	dn	3	1.307	iaps	6821
175.464	6.017	vt	1	1.663	iaps	7950
189.364	6.017	vt	1	1.013	iaps	7035
201.664	6.017	vt	2	0.901	iaps	7090
217.763	6.017	in	3	1.313	iaps	2490
230.463	6.017	in	3	0.719	iaps	9530
243.963	6.017	in	4	0.914	iaps	9432
260.063	6.017	vp	4	0.882	iaps	8180
274.463	6.017	vp	3	1.501	iaps	8496
286.263	6.017	vp	2	1.103	iaps	2310
302.363	6.017	dn	1	1.371	iaps	9001
315.162	6.017	dn	2	1.569	iaps	9621
328.562	6.017	dn	2	1.574	iaps	9331
344.662	6.017	vp	3	1.552	iaps	8370
358.262	6.016	vp	3	1.373	iaps	2345
370.861	6.017	vp	4	1.523	iaps	1463
386.962	6.017	in	3	1.269	iaps	9830
401.161	6.017	in	4	1.095	iaps	6550
413.161	6.017	in	4	1.070	iaps	4621
429.261	6.017	vt	1	1.010	iaps	2214
444.061	6.017	vt	2	1.068	iaps	7020
455.460	6.018	vt	1	0.849	iaps	7050
471.560	6.017	dp	1	1.251	iaps	8090
486.560	6.017	dp	1	1.027	iaps	4640
497.760	6.017	dp	2	1.834	iaps	2208
513.860	6.017	vn	4	0.739	iaps	9495
527.559	6.017	vn	4	0.975	iaps	6243
540.059	6.016	vn	2	1.441	iaps	6510
556.159	6.017	ip	4	0.929	iaps	1722
568.659	6.017	ip	3	0.938	iaps	7430
582.358	6.017	ip	4	1.121	iaps	8210
