trial	response	correct_response	accuracy	reaction_time
1	8	8	1	661
2	14	14	1	901
3	16	16	1	983
4	12	11	0	1583
5	6	6	1	1831
6	10	10	1	599
7	13	13	1	671
8	7	7	1	538
9	6	3	0	1133
10	7	7	1	704
11	10	10	1	730
12	13	11	0	1178
13	10	10	1	798
14	8	8	1	577
15	14	14	1	1053
16	15	15	1	889
17	13	10	0	1239
18	9	9	1	727
19	8	8	1	746
20	12	12	1	1087
21	13	13	1	875
22	5	5	1	674
23	12	9	0	815
24	11	11	1	615
25	4	4	1	641
26	10	7	0	904
27	14	14	1	1345
28	13	13	1	904
29	9	9	1	726
30	6	6	1	565
