onset	duration	trial_type	rating	response_time	database	identifier
6.262	6.010	dp	2	1.657	iaps	4610
18.654	6.004	dp	1	0.946	iaps	8178
32.437	6.017	dp	2	0.771	iaps	4800
48.537	6.016	vn	2	1.199	iaps	9420
62.152	6.015	vn	1	0.696	iaps	6230
74.750	6.015	vn	1	0.777	iaps	2590
90.847	6.007	ip	4	1.735	iaps	5600
105.820	6.007	ip	4	1.011	iaps	2395
116.986	6.005	ip	4	1.339	iaps	4641
133.069	6.016	dn	1	0.933	iaps	1274
146.154	6.016	dn	1	0.734	iaps	6300
159.251	6.015	dn	2	1.224	iaps	3220
175.348	6.016	vt	1	0.760	iaps	7187
189.245	6.007	vt	1	0.825	iaps	7002
201.510	6.009	vt	1	0.779	iaps	7161
217.575	6.010	in	4	0.935	iaps	2120
230.269	6.016	in	3	1.492	iaps	9180
243.768	6.017	in	4	0.690	iaps	9041
259.867	6.015	vp	1	1.003	iaps	8034
274.264	6.015	vp	1	1.212	iaps	8510
286.034	6.010	vp	2	0.666	iaps	2209
302.101	6.007	dn	1	1.105	iaps	6213
314.873	6.011	dn	2	1.331	iaps	9561
328.253	6.014	dn	2	0.665	iaps	6561
344.350	6.019	vp	2	0.749	iaps	8179
357.949	6.015	vp	1	1.112	iaps	2391
370.546	6.016	vp	1	1.273	iaps	1500
386.644	6.006	in	4	0.748	iaps	9920
400.835	6.006	in	4	0.694	iaps	2981
412.836	6.013	in	3	1.160	iaps	2278
428.919	6.013	vt	1	0.777	iaps	2190
443.716	6.016	vt	1	0.845	iaps	5740
455.115	6.015	vt	1	0.906	iaps	7009
471.212	6.015	dp	1	0.790	iaps	7350
486.209	6.005	dp	2	1.042	iaps	4290
497.380	6.009	dp	2	1.262	iaps	2170
513.447	6.006	vn	1	0.796	iaps	9050
527.118	6.012	vn	1	0.679	iaps	2455
539.614	6.017	vn	1	0.630	iaps	2683
555.713	6.016	ip	4	0.955	iaps	1540
568.211	6.015	ip	4	1.321	iaps	5700
581.908	6.005	ip	4	0.630	iaps	8120
