trial	response	correct_response	accuracy	reaction_time
1	n/a	l	0	n/a
2	l	l	1	1124
3	j	k	0	854
4	l	l	1	965
5	k	k	1	944
6	k	k	1	1297
7	k	k	1	1694
8	k	k	1	2033
9	k	k	1	1655
10	n/a	k	0	n/a
11	j	j	1	759
12	l	l	1	1345
13	l	l	1	1256
14	k	k	1	1132
15	l	l	1	1622
16	k	k	1	1324
17	l	l	1	933
18	j	j	1	944
19	k	j	0	1096
20	j	j	1	1303
