trial	response	correct_response	accuracy	reaction_time
1	7	7	1	298
2	10	10	1	1700
3	9	9	1	330
4	7	7	1	207
5	6	6	1	436
6	9	9	1	237
7	14	14	1	1834
8	15	15	1	2827
9	10	10	1	862
10	8	8	1	382
11	16	16	1	1911
12	13	13	1	1172
13	10	10	1	1011
14	9	9	1	404
15	8	8	1	2443
16	13	13	1	881
17	9	9	1	551
18	15	7	0	1514
19	8	8	1	276
20	9	9	1	681
21	12	12	1	788
22	14	14	1	1715
23	13	13	1	617
24	9	9	1	775
25	7	7	1	96
26	8	8	1	247
27	10	10	1	957
28	12	12	1	1184
29	11	11	1	271
30	5	8	0	422
