trial	response	correct_response	accuracy	reaction_time
1	k	k	1	989
2	j	j	1	1852
3	l	l	1	895
4	l	l	1	899
5	l	l	1	1227
6	l	l	1	1505
7	j	j	1	1147
8	l	l	1	947
9	l	j	0	1453
10	n/a	l	0	n/a
11	k	k	1	1127
12	k	k	1	1094
13	j	j	1	951
14	k	k	1	1181
15	l	k	0	913
16	j	j	1	789
17	k	k	1	1473
18	j	j	1	1103
19	k	k	1	864
20	j	j	1	1056
