onset	duration	trial_type	rating	response_time	database	identifier
6.250	6.010	vp	n/a	n/a	iaps	4652
21.144	6.016	vp	n/a	n/a	iaps	4623
32.444	6.016	vp	n/a	n/a	iaps	5811
48.542	6.015	dn	n/a	n/a	iaps	2715
61.657	6.016	dn	n/a	n/a	iaps	6370
74.755	6.004	dn	n/a	n/a	iaps	3300
90.826	6.008	ip	n/a	n/a	iaps	7400
103.492	6.007	ip	3	0.794	iaps	2341
116.975	6.017	ip	n/a	n/a	iaps	5450
133.076	6.017	vn	n/a	n/a	iaps	6210
145.875	6.016	vn	n/a	n/a	iaps	9470
159.273	6.016	vn	n/a	n/a	iaps	2753
175.370	6.004	dp	n/a	n/a	iaps	4659
189.333	6.008	dp	n/a	n/a	iaps	8080
201.508	6.005	dp	1	2.160	iaps	5660
217.575	6.016	in	n/a	n/a	iaps	6311
231.074	6.017	in	n/a	n/a	iaps	9265
243.774	6.015	in	n/a	n/a	iaps	7361
259.872	6.015	vt	1	1.289	iaps	7175
272.957	6.011	vt	n/a	n/a	iaps	6150
286.034	6.007	vt	n/a	n/a	iaps	7004
302.106	6.007	dn	n/a	n/a	iaps	9520
316.678	6.012	dn	n/a	n/a	iaps	9500
328.273	6.016	dn	2	1.368	iaps	9600
344.372	6.019	ip	3	0.639	iaps	4614
358.270	6.016	ip	3	0.888	iaps	2346
370.555	6.012	ip	n/a	n/a	iaps	8185
386.639	6.009	vn	n/a	n/a	iaps	6260
400.405	6.006	vn	n/a	n/a	iaps	2692
412.797	6.008	vn	n/a	n/a	iaps	9415
428.888	6.016	dp	n/a	n/a	iaps	1620
443.788	6.016	dp	n/a	n/a	iaps	7270
455.086	6.015	dp	n/a	n/a	iaps	2331
471.170	6.012	vt	n/a	n/a	iaps	2381
484.054	6.009	vt	2	2.777	iaps	2890
497.321	6.006	vt	n/a	n/a	iaps	2493
513.392	6.011	in	n/a	n/a	iaps	9452
527.756	6.013	in	n/a	n/a	iaps	6244
539.554	6.016	in	n/a	n/a	iaps	6315
555.651	6.016	vp	n/a	n/a	iaps	8350
570.048	6.004	vp	n/a	n/a	iaps	8400
581.836	6.009	vp	n/a	n/a	iaps	5260
