onset	duration	trial_type	rating	response_time	database	identifier
6.248	6.016	vp	4	2.153	iaps	4290
21.147	6.016	vp	4	1.432	iaps	2395
32.447	6.016	vp	4	2.302	iaps	5700
48.544	6.015	dn	3	2.189	iaps	2120
61.646	6.011	dn	3	2.094	iaps	6230
74.722	6.008	dn	4	1.401	iaps	2455
90.796	6.007	ip	4	1.318	iaps	8034
103.468	6.011	ip	4	1.661	iaps	2170
116.963	6.016	ip	4	1.262	iaps	4800
133.062	6.016	vn	4	1.460	iaps	2590
145.861	6.014	vn	4	1.601	iaps	9180
159.258	6.015	vn	4	2.009	iaps	2278
175.337	6.008	dp	1	3.887	iaps	4610
189.302	6.010	dp	2	2.471	iaps	8120
201.495	6.016	dp	3	3.043	iaps	5600
217.594	6.017	in	4	1.612	iaps	3220
231.094	6.016	in	4	1.272	iaps	6561
243.776	6.015	in	4	1.335	iaps	6300
259.860	6.011	vt	3	4.001	iaps	7187
272.944	6.009	vt	2	2.372	iaps	7009
286.009	6.007	vt	2	1.866	iaps	7161
302.081	6.012	dn	2	3.551	iaps	9561
316.677	6.016	dn	3	3.697	iaps	9420
328.276	6.017	dn	3	3.517	iaps	9920
344.360	6.040	ip	4	1.281	iaps	2391
358.272	6.004	ip	4	1.172	iaps	2209
370.536	6.007	ip	4	2.079	iaps	8178
386.609	6.005	vn	4	1.570	iaps	2981
400.375	6.004	vn	4	1.950	iaps	1274
412.829	6.013	vn	4	1.364	iaps	9041
428.925	6.016	dp	3	2.527	iaps	1500
443.823	6.015	dp	2	1.602	iaps	7350
455.108	6.012	dp	2	1.145	iaps	1540
471.191	6.009	vt	4	1.650	iaps	2190
484.058	6.006	vt	2	1.141	iaps	7002
497.329	6.011	vt	2	3.072	iaps	5740
513.424	6.016	in	4	1.969	iaps	9050
527.823	6.016	in	4	2.047	iaps	2683
539.622	6.016	in	4	1.867	iaps	6213
555.720	6.015	vp	4	2.064	iaps	8179
570.117	6.006	vp	4	1.588	iaps	8510
581.881	6.009	vp	4	1.958	iaps	4641
