trial	response	correct_response	accuracy	reaction_time
1	k	j	0	1659
2	l	j	0	1301
3	l	l	1	1660
4	j	j	1	1146
5	n/a	l	0	n/a
6	j	k	0	1490
7	j	l	0	1876
8	j	j	1	999
9	l	l	1	1711
10	j	j	1	1909
11	l	l	1	1368
12	n/a	k	0	n/a
13	k	k	1	1627
14	j	j	1	1358
15	k	k	1	1574
16	j	j	1	1569
17	l	l	1	1504
18	j	j	1	1753
19	n/a	j	0	n/a
20	l	l	1	1531
