trial	response	correct_response	accuracy	reaction_time
1	8	8	1	755
2	14	14	1	1279
3	16	16	1	1439
4	11	11	1	1048
5	6	6	1	770
6	10	10	1	968
7	13	13	1	1897
8	7	7	1	429
9	3	3	1	471
10	7	7	1	888
11	10	10	1	1407
12	11	11	1	560
13	10	10	1	2902
14	8	8	1	410
15	14	14	1	1689
16	15	15	1	1148
17	10	10	1	1025
18	9	9	1	412
19	8	8	1	689
20	12	12	1	707
21	13	13	1	1227
22	5	5	1	527
23	9	9	1	445
24	11	11	1	748
25	4	4	1	387
26	7	7	1	539
27	14	14	1	1361
28	13	13	1	752
29	9	9	1	500
30	6	6	1	509
