trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	7	0	0	n/a
2	go	4	7	1	1	629
3	go	1	4	1	1	437
4	go	1	10	1	1	378
5	go	5	4	1	1	434
6	go	1	10	1	1	388
7	go	8	10	1	1	410
8	go	6	10	1	1	385
9	go	5	4	1	1	443
10	go	7	10	1	1	448
11	go	7	4	1	1	419
12	go	9	4	1	1	377
13	go	2	10	1	1	357
14	nogo	3	13	1	0	395
15	go	8	10	1	1	759
16	go	5	16	1	1	465
17	go	5	4	1	1	480
18	go	6	13	1	1	407
19	go	1	4	1	1	465
20	go	8	7	1	1	412
21	go	9	16	1	1	428
22	go	8	16	1	1	420
23	go	2	4	1	1	505
24	go	7	4	1	1	490
25	go	6	7	1	1	482
26	go	4	4	1	1	464
27	go	8	4	1	1	443
28	go	6	16	1	1	437
29	go	8	16	1	1	477
30	go	2	16	1	1	421
31	go	9	13	1	1	420
32	go	8	16	1	1	369
33	go	9	16	1	1	439
34	go	5	7	1	1	421
35	go	2	10	1	1	468
36	go	4	10	1	1	470
37	nogo	3	4	0	1	n/a
38	go	5	13	1	1	352
39	go	5	7	1	1	434
40	go	6	13	1	1	381
41	nogo	3	13	1	0	349
42	go	2	4	1	1	388
43	go	7	4	1	1	470
44	go	5	7	1	1	397
45	go	7	13	1	1	389
46	go	8	7	1	1	462
47	go	2	16	1	1	526
48	go	7	10	1	1	429
49	go	4	16	1	1	400
50	go	1	16	1	1	424
51	nogo	3	10	0	1	n/a
52	go	7	10	1	1	334
53	go	4	16	1	1	418
54	go	6	13	1	1	395
55	go	4	4	1	1	455
56	go	8	10	1	1	438
57	go	8	7	1	1	408
58	go	4	7	1	1	399
59	go	1	16	1	1	437
60	go	9	4	1	1	408
61	go	9	16	1	1	376
62	go	4	16	1	1	369
63	go	8	7	1	1	406
64	go	2	16	1	1	540
65	go	2	16	1	1	391
66	go	8	7	1	1	390
67	go	7	7	1	1	395
68	nogo	3	16	0	1	n/a
69	go	4	4	1	1	452
70	go	7	10	1	1	393
71	go	1	7	1	1	432
72	go	4	16	1	1	334
73	nogo	3	7	0	1	n/a
74	go	5	7	1	1	364
75	go	9	16	1	1	374
76	go	8	16	1	1	411
77	go	4	4	1	1	427
78	go	7	7	1	1	373
79	go	4	10	1	1	412
80	go	1	16	1	1	443
81	go	2	10	1	1	464
82	go	6	13	1	1	395
83	go	6	13	1	1	398
84	go	4	10	1	1	413
85	go	6	10	1	1	424
86	go	6	7	1	1	416
87	go	9	13	1	1	393
88	go	9	13	1	1	412
89	go	7	16	1	1	433
90	go	6	10	1	1	390
91	go	4	7	1	1	397
92	go	1	13	1	1	408
93	go	7	16	1	1	403
94	nogo	3	7	0	1	n/a
95	nogo	3	13	1	0	324
96	go	9	4	1	1	497
97	go	8	16	1	1	379
98	go	2	16	1	1	428
99	go	7	10	1	1	421
100	go	6	7	1	1	379
101	go	6	16	1	1	348
102	go	1	10	1	1	471
103	go	9	10	1	1	402
104	go	9	16	1	1	366
105	nogo	3	10	0	1	n/a
106	go	1	4	1	1	565
107	go	4	10	1	1	429
108	go	1	13	1	1	427
109	go	1	13	1	1	403
110	go	2	13	1	1	552
111	nogo	3	4	0	1	n/a
112	go	6	16	1	1	477
113	go	8	7	1	1	406
114	go	5	7	1	1	371
115	go	9	4	1	1	442
116	nogo	3	13	0	1	n/a
117	go	9	10	1	1	434
118	go	5	7	1	1	434
119	go	5	10	1	1	417
120	go	4	13	1	1	390
121	go	2	7	1	1	473
122	go	6	13	1	1	373
123	go	8	16	1	1	402
124	nogo	3	4	0	1	n/a
125	go	8	10	1	1	435
126	go	4	13	1	1	493
127	go	4	16	1	1	377
128	go	2	7	1	1	438
129	go	5	10	1	1	378
130	go	2	10	1	1	400
131	go	1	4	1	1	411
132	go	1	13	1	1	401
133	go	5	13	1	1	443
134	go	9	13	1	1	431
135	go	5	4	1	1	407
136	go	4	16	1	1	411
137	go	5	7	1	1	425
138	nogo	3	7	0	1	n/a
139	go	4	16	1	1	416
140	go	2	16	1	1	504
141	go	5	13	1	1	384
142	go	6	7	1	1	406
143	go	9	4	1	1	420
144	go	4	10	1	1	372
145	go	6	4	1	1	428
146	nogo	3	13	0	1	n/a
147	go	1	10	1	1	356
148	go	5	4	1	1	450
149	go	5	13	1	1	421
150	go	4	4	1	1	464
151	go	6	7	1	1	429
152	go	4	10	1	1	389
153	go	5	16	1	1	372
154	go	5	4	1	1	394
155	go	6	4	1	1	417
156	go	2	7	1	1	453
157	nogo	3	7	0	1	n/a
158	go	8	7	1	1	447
159	nogo	3	10	1	0	363
160	go	1	13	1	1	494
161	go	9	7	1	1	417
162	nogo	3	13	1	0	340
163	go	2	7	1	1	549
164	go	7	10	1	1	393
165	go	6	7	1	1	476
166	go	6	10	1	1	401
167	go	2	7	1	1	393
168	go	2	16	1	1	599
169	go	8	16	1	1	493
170	go	8	10	1	1	427
171	go	6	16	1	1	374
172	nogo	3	13	0	1	n/a
173	go	2	16	1	1	444
174	go	1	10	1	1	455
175	go	6	13	1	1	395
176	go	1	4	1	1	480
177	nogo	3	4	0	1	n/a
178	go	1	7	1	1	373
179	go	7	16	1	1	405
180	go	2	13	1	1	460
181	go	9	16	1	1	408
182	go	9	4	1	1	468
183	go	8	4	1	1	394
184	go	7	13	1	1	407
185	go	2	16	1	1	356
186	go	7	7	1	1	439
187	go	9	13	1	1	375
188	go	7	7	1	1	395
189	go	1	10	1	1	387
190	go	4	7	1	1	399
191	go	8	4	1	1	372
192	go	5	7	1	1	353
193	go	9	10	1	1	380
194	go	5	4	1	1	441
195	go	6	10	1	1	387
196	go	9	13	1	1	403
197	nogo	3	10	1	0	321
198	go	9	13	1	1	387
199	go	8	4	1	1	483
200	go	7	7	1	1	383
201	nogo	3	4	0	1	n/a
202	go	4	16	1	1	374
203	nogo	3	13	1	0	429
204	go	1	4	1	1	1014
205	go	6	13	1	1	916
206	go	5	10	1	1	471
207	go	9	4	1	1	533
208	go	2	13	1	1	599
209	go	7	13	1	1	400
210	go	7	10	1	1	405
211	go	1	7	1	1	487
212	go	8	4	1	1	446
213	go	7	16	1	1	451
214	go	1	4	1	1	500
215	go	7	4	1	1	468
216	nogo	3	10	0	1	n/a
217	nogo	3	13	1	0	399
218	go	2	7	1	1	509
219	go	2	10	1	1	393
220	go	7	13	1	1	374
221	go	5	4	1	1	459
222	nogo	3	13	0	1	n/a
223	go	7	16	1	1	483
224	go	8	13	1	1	431
225	go	9	13	1	1	468
