trial	response	correct_response	accuracy	reaction_time
1	l	j	0	1366
2	k	l	0	1078
3	j	j	1	1004
4	j	j	1	1004
5	l	k	0	993
6	k	j	0	822
7	k	k	1	1694
8	n/a	j	0	n/a
9	k	l	0	1109
10	j	l	0	2059
11	l	l	1	1036
12	l	l	1	1079
13	k	j	0	1694
14	j	l	0	1109
15	k	k	1	831
16	l	l	1	1418
17	k	k	1	1119
18	k	k	1	930
19	l	l	1	1233
20	j	j	1	1234
