onset	duration	trial_type	rating	response_time	database	identifier
6.248	6.012	dn	n/a	n/a	iaps	6243
20.443	6.017	dn	1	1.625	iaps	9830
32.443	6.015	dn	1	2.351	iaps	9001
48.540	6.015	ip	2	2.543	iaps	1463
62.942	6.011	ip	2	2.906	iaps	8180
74.717	6.008	ip	1	2.962	iaps	8210
90.782	6.010	vn	1	4.001	iaps	9530
104.192	6.016	vn	2	3.783	iaps	2490
116.992	6.016	vn	1	4.001	iaps	6510
133.092	6.015	dp	2	3.189	iaps	4607
145.389	6.015	dp	1	2.123	iaps	8496
159.270	6.004	dp	2	2.791	iaps	4680
175.341	6.009	vt	1	2.476	iaps	7020
188.108	6.007	vt	1	2.149	iaps	7050
201.490	6.004	vt	n/a	n/a	iaps	7090
217.574	6.016	in	2	2.590	iaps	6250
232.473	6.016	in	3	1.802	iaps	9320
243.771	6.016	in	2	2.270	iaps	9042
259.869	6.004	vp	1	2.461	iaps	8341
272.333	6.007	vp	1	2.556	iaps	2310
286.006	6.007	vp	1	1.981	iaps	1722
302.077	6.012	in	2	2.280	iaps	9331
316.673	6.016	in	2	4.002	iaps	9621
328.273	6.016	in	1	1.992	iaps	9620
344.370	6.022	vt	1	2.308	iaps	7035
358.055	6.012	vt	1	1.432	iaps	2214
370.522	6.009	vt	1	2.513	iaps	7950
386.588	6.007	dp	1	1.332	iaps	5000
401.672	6.016	dp	3	4.002	iaps	8090
412.807	6.013	dp	3	4.001	iaps	2345
428.904	6.016	vn	3	4.000	iaps	2053
441.203	6.015	vn	3	4.000	iaps	9432
455.100	6.003	vn	3	4.001	iaps	9495
471.180	6.007	ip	3	4.001	iaps	5820
484.544	6.009	ip	2	1.908	iaps	4640
497.336	6.006	ip	2	2.607	iaps	8370
513.420	6.016	dn	1	4.001	iaps	6550
525.820	6.015	dn	n/a	n/a	iaps	6821
539.619	6.015	dn	1	1.603	iaps	4621
555.702	6.012	vp	n/a	n/a	iaps	7260
570.680	6.005	vp	2	1.609	iaps	7430
581.844	6.008	vp	1	2.312	iaps	2208
