trial	response	correct_response	accuracy	reaction_time
1	8	8	1	303
2	12	14	0	1176
3	16	16	1	1720
4	10	11	0	2731
5	5	6	0	2912
6	n/a	10	0	n/a
7	13	13	1	1954
8	7	7	1	164
9	3	3	1	175
10	7	7	1	195
11	10	10	1	1176
12	11	11	1	603
13	10	10	1	998
14	12	8	0	1280
15	14	14	1	1782
16	15	15	1	2995
17	10	10	1	1398
18	9	9	1	608
19	8	8	1	81
20	12	12	1	1290
21	13	13	1	1419
22	5	5	1	48
23	9	9	1	1372
24	11	11	1	1597
25	4	4	1	287
26	7	7	1	1585
27	1	14	0	2426
28	11	13	0	2738
29	9	9	1	306
30	6	6	1	335
