trial	response	correct_response	accuracy	reaction_time
1	j	k	0	882
2	l	l	1	1841
3	l	l	1	1396
4	k	k	1	1363
5	l	l	1	1128
6	j	j	1	1095
7	j	j	1	893
8	j	j	1	1153
9	j	j	1	1215
10	l	l	1	837
11	l	l	1	1350
12	l	l	1	1418
13	k	k	1	1003
14	j	j	1	1064
15	k	k	1	1296
16	k	k	1	1030
17	l	l	1	967
18	k	k	1	1581
19	j	j	1	1005
20	k	k	1	1140
