onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
2.071638489	14.13183693	9	computer	2.071638489	4.183906406	9.202031284	0.689128737	9.891160021	1
17.36762912	14.03029749	11	PRP1	17.36762912	19.38045737	24.39775736	0.820424198	25.21818156	1
33.50811133	14.01938723	10	computer	33.50811133	35.52069085	40.52730072	0.421462777	40.9487635	1
48.65936613	14.02805898	9	PRP2	48.65936613	50.66934385	55.68710724	0.624669603	56.31177685	1
64.80556199	14.03172923	3	computer	64.80556199	66.82007626	71.83680262	0.440994998	72.27779761	1
80.96279896	14.02352334	8	PRP3	80.96279896	82.96948809	87.98608057	0.746312196	88.73239277	1
96.08972432	14.02705309	9	PRP3	96.08972432	98.100128	103.1164932	0.589006859	103.7055	1
113.2418291	14.02252767	2	PRP2	113.2418291	115.2520564	120.2640287	0.578133436	120.8421621	1
129.3738761	14.02047275	11	PRP3	129.3738761	131.3852642	136.3940359	0.730858068	137.124894	1
145.4876576	14.03146704	4	PRP4	145.4876576	147.5014306	152.518899	0.579808401	153.0987074	1
160.6211578	14.03112913	11	computer	160.6211578	162.6350038	167.652013	0.557300051	168.2093131	1
178.7548283	14.03013026	11	PRP2	178.7548283	180.7684705	185.7846818	0.645761037	186.4304429	1
193.8871688	14.0291439	4	computer	193.8871688	195.899637	200.9159985	0.395227578	201.3112261	1
212.0175957	14.02866314	8	PRP1	212.0175957	214.0299174	219.0459913	0.43244237	219.4784337	1
228.152608	14.01565356	4	PRP5	228.152608	230.1591847	235.1680342	0.356715485	235.5247497	1
244.2610813	14.01184944	2	PRP4	244.2610813	246.2665185	251.2726998	0.35276209	251.6254619	1
260.3703736	14.0308225	3	PRP4	260.3703736	262.3841102	267.4009831	0.576627183	267.9776103	1
278.5038711	14.02970861	8	computer	278.5038711	280.5163248	285.5334879	0.371275309	285.9047632	1
295.6374463	14.02691356	10	PRP3	295.6374463	297.6475828	302.6640904	0.465588817	303.1296792	1
310.7686292	14.02656697	2	computer	310.7686292	312.7777786	317.7949307	0.497331925	318.2922627	1
328.907649	14.01771075	3	PRP2	328.907649	330.9154002	335.9250337	0.427463	336.3524967	-1
344.030885	14.01899457	1	PRP5	344.030885	346.0387938	351.049616	0.380538411	351.4301544	1
359.1511688	14.03119582	11	PRP6	359.1511688	361.1658303	366.1822402	0.388760225	366.5710004	1
375.2876162	14.02881806	9	computer	375.2876162	377.2989296	382.3161945	0.449500479	382.765695	1
390.4218115	14.02572131	1	PRP1	390.4218115	392.4307797	397.4472545	0.603345661	398.0506001	1
405.5560361	14.02232132	2	PRP5	405.5560361	407.563579	412.5780489	0.440408634	413.0184576	1
420.6678025	14.01437455	9	PRP6	420.6678025	422.6745409	427.6818825	0.652469842	428.3343524	1
437.774065	14.01403807	2	computer	437.774065	439.7808586	444.7879149	0.370578403	445.1584933	1
453.9188616	14.03534816	10	PRP6	453.9188616	455.9310391	460.9540423	0.456062782	461.4101051	1
470.0678181	14.03028291	1	PRP4	470.0678181	472.0803662	477.0978537	0.527433938	477.6252876	1
486.20124	14.02912646	2	computer	486.20124	488.2139594	493.2301319	0.429074284	493.6592062	1
504.3494469	14.03155018	1	computer	504.3494469	506.3594615	511.3807545	0.41585468	511.7966092	1
519.4764049	14.03111418	3	PRP5	519.4764049	521.4910088	526.5072278	0.388926851	526.8961546	1
534.6026318	14.01902677	4	PRP1	534.6026318	536.6128899	541.6214407	0.336601429	541.9580421	1
549.7239283	14.0234041	8	PRP6	549.7239283	551.7293714	556.74711	0.71751089	557.4646209	1
566.8521685	14.02771596	10	computer	566.8521685	568.8624008	573.8796446	0.390077534	574.2697221	1
