onset	duration	offer	proposer	face_onset	offer_onset	decision_onset	response_time	feedback_onset	response
3.056982457	14.13651245	1	PRP1	3.056982457	5.168383709	10.19208399	0.297256597	10.48934059	-1
20.37314439	14.02843227	4	PRP2	20.37314439	22.38394604	27.40126892	0.687922177	28.0891911	1
35.5219362	14.0287737	9	PRP3	35.5219362	37.53326639	42.55040708	0.62270828	43.17311536	1
53.6708409	14.02799302	2	PRP2	53.6708409	55.68163852	60.69853679	0.757229816	61.4557666	-1
68.81636942	14.03041987	10	PRP4	68.81636942	70.82971025	75.84640336	0.373522729	76.21992608	1
85.96324882	14.02059541	10	PRP3	85.96324882	87.97609911	92.98353565	0.435605593	93.41914125	1
103.1042311	14.02997198	9	computer	103.1042311	105.1188276	110.133697	0.508229433	110.6419264	1
121.2551943	14.02799937	9	PRP1	121.2551943	123.2656155	128.2829455	0.489565092	128.7725106	1
136.4030418	14.03029591	8	PRP5	136.4030418	138.4157886	143.4330292	0.479450762	143.91248	1
151.5563048	14.02544845	11	PRP4	151.5563048	153.5642953	158.5814657	0.773282519	159.3547482	1
166.6997914	14.02945061	2	PRP6	166.6997914	168.7126632	173.7289254	0.36410975	174.0930351	-1
181.8460704	14.02948882	1	PRP2	181.8460704	183.8598608	188.8752389	0.446858176	189.3220971	-1
197.9839862	14.01529983	4	PRP6	197.9839862	199.9893086	204.9990032	0.745501831	205.7445051	1
213.1187931	14.03020306	4	PRP5	213.1187931	215.1314892	220.1487452	0.068487167	220.2172324	1
228.2705803	14.02773394	9	computer	228.2705803	230.2816363	235.2980208	0.533677207	235.831698	1
246.4380407	14.02682927	8	computer	246.4380407	248.4480455	253.4645536	0.493866298	253.9584199	1
261.58726	14.02429817	3	computer	261.58726	263.5951293	268.6112838	0.886341624	269.4976254	1
277.7175137	14.024706	1	computer	277.7175137	279.7256283	284.7419662	0.706806957	285.4487732	1
294.8496135	14.02244852	11	computer	294.8496135	296.8633593	301.8717748	0.494748724	302.3665235	1
309.9874353	14.0153996	3	PRP6	309.9874353	311.9964894	317.0025582	0.427173051	317.4297312	1
326.1179782	14.02927559	2	computer	326.1179782	328.1296578	333.1469762	0.517000268	333.6639765	1
341.2704258	14.02687887	11	computer	341.2704258	343.2797686	348.2970666	0.590237379	348.887304	1
358.4159465	14.02800268	8	PRP4	358.4159465	360.4274193	365.4436972	0.660539351	366.1042366	1
373.560437	14.03136605	4	computer	373.560437	375.5753032	380.5915288	0.44829191	381.0398207	1
391.698355	14.01421595	9	PRP5	391.698355	393.7048744	398.7122577	0.479369578	399.1916273	1
407.8337921	14.01795465	2	computer	407.8337921	409.8451996	414.8514432	0.408068697	415.2595119	1
425.9862381	14.02651511	10	computer	425.9862381	427.9952391	433.0124423	0.896549254	433.9089915	1
441.1315017	14.03037086	4	PRP1	441.1315017	443.1451899	448.1616185	0.387148159	448.5487666	1
459.2839912	14.02555079	10	PRP1	459.2839912	461.2930268	466.3093138	0.428634012	466.7379478	1
474.4326978	14.02432196	9	PRP4	474.4326978	476.4403428	481.4567614	0.509205713	481.9659671	1
489.6819504	14.02124474	4	computer	489.6819504	491.6946863	496.7029572	0.966007035	497.6689643	1
504.8128466	14.02202633	3	PRP2	504.8128466	506.8274183	511.8346459	0.365497513	512.2001434	1
520.9470692	14.03072495	8	PRP3	520.9470692	522.9602611	527.9775547	0.39694419	528.3744989	1
537.0968486	14.03119858	11	PRP3	537.0968486	539.1102709	544.1278206	0.408103599	544.5359242	1
552.2546023	14.0385759	1	PRP5	552.2546023	554.2762745	559.2926593	0.417367212	559.7100266	-1
567.4364432	14.02006165	1	PRP6	567.4364432	569.4430634	574.4562544	0.406019809	574.8622742	-1
