trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	13	1	1	589
2	go	4	13	1	1	337
3	go	1	16	1	1	335
4	go	1	10	1	1	328
5	go	5	10	1	1	378
6	go	1	7	1	1	375
7	go	8	7	1	1	368
8	go	6	10	1	1	347
9	go	5	16	1	1	352
10	go	7	16	1	1	368
11	go	7	10	1	1	404
12	go	9	4	1	1	386
13	go	2	7	1	1	377
14	nogo	3	7	0	1	n/a
15	go	8	4	1	1	563
16	go	5	13	1	1	334
17	go	5	10	1	1	343
18	go	6	16	1	1	371
19	go	1	7	1	1	396
20	go	8	13	1	1	389
21	go	9	7	1	1	421
22	go	8	13	1	1	458
23	go	2	4	1	1	450
24	go	7	4	1	1	488
25	go	6	10	1	1	498
26	go	4	13	1	1	453
27	go	8	4	1	1	375
28	go	6	4	1	1	369
29	go	8	7	1	1	387
30	go	2	13	1	1	387
31	go	9	16	1	1	441
32	go	8	10	1	1	452
33	go	9	10	1	1	422
34	go	5	10	1	1	413
35	go	2	16	1	1	389
36	go	4	13	1	1	497
37	nogo	3	16	0	1	n/a
38	go	5	16	1	1	559
39	go	5	7	1	1	348
40	go	6	16	1	1	386
41	nogo	3	7	0	1	n/a
42	go	2	7	1	1	703
43	go	7	7	1	1	401
44	go	5	13	1	1	379
45	go	7	10	1	1	365
46	go	8	7	1	1	379
47	go	2	10	1	1	458
48	go	7	7	1	1	403
49	go	4	13	1	1	397
50	go	1	7	1	1	413
51	nogo	3	16	0	1	n/a
52	go	7	16	1	1	496
53	go	4	7	1	1	376
54	go	6	7	1	1	360
55	go	4	7	1	1	375
56	go	8	4	1	1	418
57	go	8	4	1	1	490
58	go	4	10	1	1	480
59	go	1	7	1	1	407
60	go	9	4	1	1	525
61	go	9	16	1	1	486
62	go	4	4	1	1	476
63	go	8	4	1	1	467
64	go	2	16	1	1	415
65	go	2	13	1	1	486
66	go	8	16	1	1	444
67	go	7	16	1	1	312
68	nogo	3	10	1	0	364
69	go	4	13	1	1	366
70	go	7	16	1	1	359
71	go	1	4	1	1	418
72	go	4	16	1	1	388
73	nogo	3	13	0	1	n/a
74	go	5	4	1	1	776
75	go	9	7	1	1	318
76	go	8	4	1	1	353
77	go	4	13	1	1	471
78	go	7	7	1	1	407
79	go	4	13	1	1	300
80	go	1	7	1	1	368
81	go	2	16	1	1	361
82	go	6	7	1	1	399
83	go	6	4	1	1	413
84	go	4	4	1	1	361
85	go	6	7	1	1	353
86	go	6	7	1	1	363
87	go	9	10	1	1	389
88	go	9	4	1	1	371
89	go	7	7	1	1	386
90	go	6	13	1	1	366
91	go	4	16	1	1	349
92	go	1	10	1	1	364
93	go	7	4	1	1	419
94	nogo	3	16	0	1	n/a
95	nogo	3	10	0	1	n/a
96	go	9	10	1	1	509
97	go	8	7	1	1	384
98	go	2	13	1	1	338
99	go	7	13	1	1	384
100	go	6	13	1	1	354
101	go	6	4	1	1	403
102	go	1	13	1	1	334
103	go	9	7	1	1	349
104	go	9	13	1	1	321
105	nogo	3	4	0	1	n/a
106	go	1	7	1	1	819
107	go	4	13	1	1	299
108	go	1	10	1	1	356
109	go	1	4	1	1	366
110	go	2	16	1	1	313
111	nogo	3	13	0	1	n/a
112	go	6	13	1	1	494
113	go	8	16	1	1	306
114	go	5	7	1	1	305
115	go	9	16	1	1	332
116	nogo	3	16	0	1	n/a
117	go	9	10	1	1	418
118	go	5	7	1	1	339
119	go	5	10	1	1	353
120	go	4	16	1	1	346
121	go	2	10	1	1	395
122	go	6	16	1	1	353
123	go	8	10	1	1	346
124	nogo	3	10	0	1	n/a
125	go	8	16	1	1	688
126	go	4	4	1	1	361
127	go	4	10	1	1	320
128	go	2	10	1	1	370
129	go	5	4	1	1	387
130	go	2	10	1	1	307
131	go	1	16	1	1	354
132	go	1	16	1	1	370
133	go	5	16	1	1	398
134	go	9	13	1	1	399
135	go	5	4	1	1	359
136	go	4	16	1	1	396
137	go	5	16	1	1	387
138	nogo	3	13	0	1	n/a
139	go	4	10	1	1	670
140	go	2	10	1	1	315
141	go	5	4	1	1	323
142	go	6	13	1	1	338
143	go	9	10	1	1	354
144	go	4	16	1	1	365
145	go	6	16	1	1	373
146	nogo	3	4	0	1	n/a
147	go	1	4	1	1	418
148	go	5	10	1	1	301
149	go	5	16	1	1	276
150	go	4	4	1	1	353
151	go	6	13	1	1	323
152	go	4	7	1	1	345
153	go	5	4	1	1	364
154	go	5	7	1	1	328
155	go	6	7	1	1	372
156	go	2	4	1	1	460
157	nogo	3	7	0	1	n/a
158	go	8	10	1	1	522
159	nogo	3	4	1	0	354
160	go	1	4	1	1	401
161	go	9	10	1	1	405
162	nogo	3	10	0	1	n/a
163	go	2	7	1	1	444
164	go	7	4	1	1	395
165	go	6	13	1	1	399
166	go	6	4	1	1	392
167	go	2	16	1	1	413
168	go	2	16	1	1	383
169	go	8	13	1	1	364
170	go	8	4	1	1	400
171	go	6	4	1	1	393
172	nogo	3	10	0	1	n/a
173	go	2	10	1	1	754
174	go	1	13	1	1	348
175	go	6	10	1	1	409
176	go	1	7	1	1	404
177	nogo	3	4	0	1	n/a
178	go	1	10	1	1	676
179	go	7	10	1	1	350
180	go	2	13	1	1	367
181	go	9	13	1	1	358
182	go	9	10	1	1	418
183	go	8	10	1	1	354
184	go	7	4	1	1	370
185	go	2	10	1	1	420
186	go	7	4	1	1	409
187	go	9	7	1	1	337
188	go	7	10	1	1	362
189	go	1	13	1	1	409
190	go	4	4	1	1	382
191	go	8	10	1	1	302
192	go	5	10	1	1	331
193	go	9	13	1	1	391
194	go	5	13	1	1	373
195	go	6	16	1	1	387
196	go	9	7	1	1	403
197	nogo	3	7	1	0	369
198	go	9	13	1	1	341
199	go	8	13	1	1	403
200	go	7	4	1	1	507
201	nogo	3	7	1	0	342
202	go	4	4	1	1	328
203	nogo	3	13	0	1	n/a
204	go	1	16	1	1	645
205	go	6	4	1	1	388
206	go	5	16	1	1	364
207	go	9	16	1	1	384
208	go	2	13	1	1	442
209	go	7	13	1	1	391
210	go	7	16	1	1	358
211	go	1	4	1	1	398
212	go	8	13	1	1	425
213	go	7	13	1	1	359
214	go	1	7	1	1	422
215	go	7	13	1	1	334
216	nogo	3	4	0	1	n/a
217	nogo	3	7	0	1	n/a
218	go	2	16	1	1	608
219	go	2	10	1	1	282
220	go	7	7	1	1	318
221	go	5	16	1	1	375
222	nogo	3	16	0	1	n/a
223	go	7	13	1	1	513
224	go	8	7	1	1	391
225	go	9	7	1	1	348
