trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	4	1	1	660
2	go	4	4	1	1	508
3	go	1	16	1	1	727
4	go	1	7	1	1	414
5	go	5	10	1	1	362
6	go	1	4	1	1	309
7	go	8	10	1	1	289
8	go	6	16	1	1	255
9	go	5	7	1	1	271
10	go	7	10	1	1	324
11	go	7	10	1	1	255
12	go	9	10	0	0	n/a
13	go	2	13	1	1	484
14	nogo	3	4	1	0	540
15	go	8	4	0	0	n/a
16	go	5	16	1	1	461
17	go	5	16	1	1	350
18	go	6	4	1	1	591
19	go	1	16	0	0	n/a
20	go	8	13	1	1	392
21	go	9	16	1	1	362
22	go	8	7	1	1	305
23	go	2	13	1	1	315
24	go	7	7	1	1	513
25	go	6	16	1	1	276
26	go	4	13	1	1	248
27	go	8	13	1	1	288
28	go	6	7	1	1	249
29	go	8	13	1	1	267
30	go	2	16	1	1	234
31	go	9	13	1	1	249
32	go	8	4	1	1	241
33	go	9	13	1	1	258
34	go	5	13	1	1	485
35	go	2	7	1	1	218
36	go	4	7	1	1	119
37	nogo	3	7	1	0	226
38	go	5	4	1	1	545
39	go	5	16	1	1	942
40	go	6	4	1	1	451
41	nogo	3	10	1	0	311
42	go	2	4	0	0	n/a
43	go	7	7	1	1	377
44	go	5	16	1	1	340
45	go	7	13	1	1	309
46	go	8	13	1	1	328
47	go	2	10	1	1	319
48	go	7	16	1	1	615
49	go	4	13	1	1	326
50	go	1	16	1	1	304
51	nogo	3	16	1	0	313
52	go	7	10	1	1	1019
53	go	4	7	1	1	533
54	go	6	10	1	1	408
55	go	4	16	1	1	308
56	go	8	13	1	1	304
57	go	8	16	1	1	317
58	go	4	10	1	1	309
59	go	1	13	1	1	305
60	go	9	16	1	1	296
61	go	9	16	1	1	341
62	go	4	16	1	1	347
63	go	8	7	1	1	385
64	go	2	13	1	1	272
65	go	2	13	1	1	306
66	go	8	4	1	1	453
67	go	7	13	1	1	400
68	nogo	3	7	0	1	n/a
69	go	4	16	1	1	356
70	go	7	7	1	1	441
71	go	1	13	1	1	387
72	go	4	16	1	1	301
73	nogo	3	4	1	0	278
74	go	5	10	1	1	567
75	go	9	7	1	1	402
76	go	8	4	1	1	250
77	go	4	16	1	1	363
78	go	7	13	1	1	308
79	go	4	4	1	1	307
80	go	1	10	1	1	522
81	go	2	10	1	1	383
82	go	6	13	1	1	891
83	go	6	10	1	1	454
84	go	4	16	1	1	424
85	go	6	16	1	1	372
86	go	6	16	1	1	317
87	go	9	4	1	1	305
88	go	9	10	1	1	288
89	go	7	13	1	1	307
90	go	6	7	1	1	302
91	go	4	10	1	1	315
92	go	1	13	1	1	307
93	go	7	16	1	1	414
94	nogo	3	10	1	0	359
95	nogo	3	4	0	1	n/a
96	go	9	10	1	1	506
97	go	8	10	1	1	435
98	go	2	10	1	1	432
99	go	7	10	1	1	443
100	go	6	7	1	1	451
101	go	6	16	1	1	466
102	go	1	13	1	1	461
103	go	9	13	1	1	521
104	go	9	4	1	1	703
105	nogo	3	4	1	0	413
106	go	1	10	1	1	529
107	go	4	4	1	1	398
108	go	1	16	1	1	649
109	go	1	16	1	1	438
110	go	2	7	1	1	524
111	nogo	3	13	0	1	n/a
112	go	6	7	1	1	405
113	go	8	13	1	1	489
114	go	5	7	1	1	757
115	go	9	4	1	1	378
116	nogo	3	10	1	0	343
117	go	9	13	1	1	402
118	go	5	7	1	1	350
119	go	5	7	1	1	400
120	go	4	16	1	1	336
121	go	2	7	1	1	396
122	go	6	7	1	1	469
123	go	8	4	1	1	358
124	nogo	3	13	1	0	328
125	go	8	10	1	1	793
126	go	4	4	1	1	443
127	go	4	7	1	1	316
128	go	2	10	1	1	337
129	go	5	10	1	1	329
130	go	2	13	1	1	278
131	go	1	16	1	1	305
132	go	1	7	1	1	357
133	go	5	13	1	1	442
134	go	9	4	1	1	479
135	go	5	16	1	1	353
136	go	4	10	1	1	464
137	go	5	10	1	1	433
138	nogo	3	16	1	0	292
139	go	4	13	1	1	338
140	go	2	16	1	1	220
141	go	5	16	1	1	8
142	go	6	4	0	0	n/a
143	go	9	10	1	1	72
144	go	4	13	1	1	92
145	go	6	7	1	1	336
146	nogo	3	4	1	0	77
147	go	1	7	1	1	442
148	go	5	4	1	1	250
149	go	5	13	1	1	32
150	go	4	16	1	1	2
151	go	6	7	1	1	17
152	go	4	16	1	1	78
153	go	5	10	1	1	408
154	go	5	4	1	1	249
155	go	6	4	1	1	237
156	go	2	7	1	1	92
157	nogo	3	13	1	0	17
158	go	8	4	1	1	290
159	nogo	3	10	1	0	234
160	go	1	13	1	1	575
161	go	9	16	1	1	198
162	nogo	3	4	0	1	n/a
163	go	2	7	1	1	361
164	go	7	4	1	1	368
165	go	6	10	1	1	291
166	go	6	7	1	1	256
167	go	2	13	1	1	151
168	go	2	4	1	1	8
169	go	8	10	1	1	91
170	go	8	7	1	1	39
171	go	6	10	1	1	98
172	nogo	3	10	0	1	n/a
173	go	2	10	1	1	364
174	go	1	13	1	1	132
175	go	6	13	1	1	195
176	go	1	4	1	1	163
177	nogo	3	7	1	0	155
178	go	1	7	1	1	408
179	go	7	4	1	1	95
180	go	2	7	1	1	87
181	go	9	10	1	1	80
182	go	9	13	1	1	405
183	go	8	7	1	1	70
184	go	7	4	1	1	481
185	go	2	13	1	1	368
186	go	7	4	1	1	382
187	go	9	10	1	1	406
188	go	7	4	1	1	389
189	go	1	10	1	1	427
190	go	4	16	1	1	476
191	go	8	4	1	1	492
192	go	5	16	1	1	544
193	go	9	7	1	1	259
194	go	5	16	1	1	445
195	go	6	7	1	1	282
196	go	9	10	1	1	301
197	nogo	3	16	1	0	261
198	go	9	7	1	1	550
199	go	8	4	1	1	655
200	go	7	13	1	1	28
201	nogo	3	7	1	0	0
202	go	4	7	1	1	722
203	nogo	3	10	1	0	1048
204	go	1	7	0	0	n/a
205	go	6	7	1	1	228
206	go	5	7	1	1	193
207	go	9	4	1	1	258
208	go	2	10	1	1	178
209	go	7	13	1	1	216
210	go	7	13	1	1	116
211	go	1	4	1	1	64
212	go	8	16	1	1	11
213	go	7	10	1	1	186
214	go	1	10	0	0	n/a
215	go	7	4	1	1	343
216	nogo	3	4	1	0	39
217	nogo	3	7	0	1	n/a
218	go	2	4	1	1	238
219	go	2	13	1	1	461
220	go	7	4	1	1	267
221	go	5	13	1	1	211
