onset	duration	trial_type	rating	response_time	database	identifier
6.246	6.017	vp	1	3.337	iaps	5460
21.145	6.015	vp	1	2.177	iaps	4622
32.442	6.016	vp	1	1.712	iaps	7480
48.523	6.006	dn	n/a	n/a	iaps	2700
61.612	6.007	dn	3	1.832	iaps	9007
74.696	6.006	dn	3	3.004	iaps	3400
90.778	6.017	ip	1	2.021	iaps	8161
103.478	6.016	ip	1	1.841	iaps	1721
116.978	6.016	ip	1	1.782	iaps	5621
133.075	6.015	vn	3	2.285	iaps	6555
145.861	6.011	vn	1	1.951	iaps	9430
159.227	6.009	vn	2	2.567	iaps	2710
175.300	6.010	dp	1	2.341	iaps	5480
189.277	6.017	dp	1	1.818	iaps	8170
201.477	6.016	dp	2	2.803	iaps	7280
217.576	6.016	in	3	2.239	iaps	6834
231.074	6.015	in	1	2.264	iaps	9341
243.759	6.011	in	3	2.305	iaps	9330
259.835	6.008	vt	1	1.433	iaps	7705
272.909	6.007	vt	1	2.981	iaps	7179
285.993	6.016	vt	1	1.356	iaps	7233
302.092	6.017	dn	1	1.616	iaps	9592
316.691	6.016	dn	1	1.466	iaps	9471
328.289	6.016	dn	3	2.358	iaps	9611
344.375	6.020	ip	1	1.304	iaps	4180
358.258	6.009	ip	1	1.716	iaps	2224
370.525	6.006	ip	1	3.791	iaps	8186
386.595	6.012	vn	2	1.871	iaps	6831
400.391	6.017	vn	3	2.415	iaps	2688
412.792	6.014	vn	1	2.331	iaps	9342
428.888	6.015	dp	2	1.329	iaps	1510
443.774	6.010	dp	1	2.734	iaps	7580
455.041	6.009	dp	1	1.757	iaps	1650
471.114	6.009	vt	1	2.101	iaps	2393
483.990	6.004	vt	1	2.922	iaps	7080
497.273	6.017	vt	1	1.927	iaps	2840
513.373	6.015	in	3	1.703	iaps	9400
527.770	6.015	in	3	2.049	iaps	6830
539.568	6.004	in	3	1.515	iaps	7380
555.639	6.009	vp	1	1.833	iaps	8193
570.013	6.010	vp	1	2.290	iaps	8501
581.822	6.016	vp	1	1.383	iaps	5594
