onset	duration	trial_type	rating	response_time	database	identifier
6.246	6.014	vp	n/a	n/a	iaps	5460
21.142	6.004	vp	n/a	n/a	iaps	4622
32.424	6.005	vp	n/a	n/a	iaps	7480
48.497	6.006	dn	n/a	n/a	iaps	2700
61.597	6.004	dn	n/a	n/a	iaps	9007
74.679	6.016	dn	1	0.227	iaps	3400
90.779	6.016	ip	n/a	n/a	iaps	8161
103.476	6.016	ip	n/a	n/a	iaps	1721
116.975	6.015	ip	n/a	n/a	iaps	5621
133.062	6.008	vn	n/a	n/a	iaps	6555
145.836	6.010	vn	n/a	n/a	iaps	9430
159.212	6.016	vn	n/a	n/a	iaps	2710
175.311	6.017	dp	n/a	n/a	iaps	5480
189.311	6.016	dp	n/a	n/a	iaps	8170
201.509	6.016	dp	n/a	n/a	iaps	7280
217.607	6.014	in	n/a	n/a	iaps	6834
231.104	6.007	in	n/a	n/a	iaps	9341
243.776	6.008	in	n/a	n/a	iaps	9330
259.860	6.004	vt	n/a	n/a	iaps	7705
272.943	6.016	vt	n/a	n/a	iaps	7179
286.043	6.017	vt	n/a	n/a	iaps	7233
302.142	6.015	dn	n/a	n/a	iaps	9592
316.739	6.015	dn	n/a	n/a	iaps	9471
328.321	6.005	dn	n/a	n/a	iaps	9611
344.384	6.011	ip	n/a	n/a	iaps	4180
358.259	6.017	ip	n/a	n/a	iaps	2224
370.558	6.017	ip	n/a	n/a	iaps	8186
386.659	6.016	vn	n/a	n/a	iaps	6831
400.457	6.015	vn	n/a	n/a	iaps	2688
412.855	6.015	vn	n/a	n/a	iaps	9342
428.941	6.010	dp	n/a	n/a	iaps	1510
443.808	6.007	dp	n/a	n/a	iaps	7580
455.091	6.005	dp	n/a	n/a	iaps	1650
471.174	6.017	vt	n/a	n/a	iaps	2393
484.074	6.017	vt	n/a	n/a	iaps	7080
497.373	6.015	vt	n/a	n/a	iaps	2840
513.471	6.014	in	n/a	n/a	iaps	9400
527.856	6.010	in	n/a	n/a	iaps	6830
539.632	6.008	in	n/a	n/a	iaps	7380
555.695	6.011	vp	n/a	n/a	iaps	8193
570.089	6.017	vp	n/a	n/a	iaps	8501
581.889	6.016	vp	n/a	n/a	iaps	5594
