trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	13	1	1	699
2	go	4	7	1	1	405
3	go	1	4	1	1	364
4	go	1	7	1	1	356
5	go	5	13	1	1	372
6	go	1	13	1	1	329
7	go	8	16	1	1	322
8	go	6	7	1	1	337
9	go	5	4	1	1	403
10	go	7	13	1	1	363
11	go	7	10	1	1	331
12	go	9	7	1	1	356
13	go	2	13	1	1	293
14	nogo	3	16	1	0	332
15	go	8	7	0	0	n/a
16	go	5	4	1	1	142
17	go	5	7	1	1	352
18	go	6	13	1	1	306
19	go	1	7	1	1	296
20	go	8	4	1	1	324
21	go	9	16	1	1	338
22	go	8	16	1	1	312
23	go	2	7	1	1	450
24	go	7	13	1	1	360
25	go	6	10	1	1	279
26	go	4	10	1	1	366
27	go	8	7	1	1	343
28	go	6	4	1	1	365
29	go	8	7	1	1	351
30	go	2	13	1	1	307
31	go	9	10	1	1	317
32	go	8	13	1	1	349
33	go	9	7	1	1	325
34	go	5	13	1	1	245
35	go	2	4	1	1	241
36	go	4	4	1	1	208
37	nogo	3	10	1	0	277
38	go	5	4	1	1	240
39	go	5	13	1	1	245
40	go	6	10	1	1	217
41	nogo	3	13	1	0	215
42	go	2	10	1	1	213
43	go	7	16	1	1	250
44	go	5	13	1	1	41
45	go	7	4	1	1	202
46	go	8	10	1	1	416
47	go	2	4	1	1	361
48	go	7	16	1	1	331
49	go	4	7	1	1	369
50	go	1	13	1	1	279
51	nogo	3	10	0	1	n/a
52	go	7	16	1	1	591
53	go	4	16	1	1	261
54	go	6	7	1	1	236
55	go	4	4	1	1	234
56	go	8	7	1	1	183
57	go	8	4	1	1	106
58	go	4	7	1	1	257
59	go	1	4	1	1	334
60	go	9	10	1	1	388
61	go	9	10	1	1	313
62	go	4	13	1	1	328
63	go	8	10	1	1	237
64	go	2	7	1	1	235
65	go	2	10	1	1	328
66	go	8	7	1	1	264
67	go	7	16	1	1	248
68	nogo	3	10	0	1	n/a
69	go	4	10	1	1	320
70	go	7	4	1	1	88
71	go	1	16	1	1	42
72	go	4	13	0	0	n/a
73	nogo	3	4	0	1	n/a
74	go	5	13	1	1	59
75	go	9	10	1	1	125
76	go	8	16	1	1	163
77	go	4	13	1	1	162
78	go	7	13	1	1	227
79	go	4	4	1	1	359
80	go	1	16	1	1	261
81	go	2	7	1	1	238
82	go	6	16	1	1	253
83	go	6	7	1	1	159
84	go	4	13	1	1	88
85	go	6	10	1	1	33
86	go	6	7	1	1	9
87	go	9	4	1	1	98
88	go	9	13	1	1	204
89	go	7	4	1	1	82
90	go	6	16	1	1	167
91	go	4	16	1	1	113
92	go	1	16	1	1	59
93	go	7	4	1	1	172
94	nogo	3	13	1	0	79
95	nogo	3	7	1	0	122
96	go	9	10	1	1	207
97	go	8	16	1	1	17
98	go	2	16	0	0	n/a
99	go	7	16	1	1	13
100	go	6	16	1	1	35
101	go	6	4	1	1	49
102	go	1	16	1	1	19
103	go	9	4	0	0	n/a
104	go	9	13	1	1	33
105	nogo	3	4	1	0	76
106	go	1	7	1	1	436
107	go	4	10	1	1	232
108	go	1	10	1	1	26
109	go	1	13	0	0	n/a
110	go	2	4	1	1	22
111	nogo	3	16	1	0	68
112	go	6	13	1	1	313
113	go	8	10	1	1	216
114	go	5	16	1	1	71
115	go	9	7	0	0	n/a
116	nogo	3	10	1	0	0
117	go	9	13	1	1	66
118	go	5	13	1	1	13
119	go	5	4	1	1	75
120	go	4	16	1	1	134
121	go	2	16	1	1	103
122	go	6	16	1	1	265
123	go	8	13	1	1	311
124	nogo	3	16	0	1	n/a
125	go	8	16	1	1	381
126	go	4	10	1	1	181
127	go	4	4	1	1	306
128	go	2	10	1	1	268
129	go	5	13	1	1	314
130	go	2	10	1	1	70
131	go	1	4	1	1	63
132	go	1	7	1	1	11
133	go	5	16	1	1	167
134	go	9	10	1	1	301
135	go	5	10	1	1	84
136	go	4	7	0	0	n/a
137	go	5	4	1	1	58
138	nogo	3	10	1	0	79
139	go	4	4	1	1	71
140	go	2	16	1	1	228
141	go	5	16	1	1	193
142	go	6	13	1	1	117
143	go	9	13	1	1	205
144	go	4	16	1	1	124
145	go	6	7	1	1	208
146	nogo	3	13	1	0	109
147	go	1	10	1	1	56
148	go	5	4	1	1	262
149	go	5	4	1	1	137
150	go	4	7	1	1	136
151	go	6	16	1	1	134
152	go	4	10	1	1	150
153	go	5	10	1	1	367
154	go	5	7	1	1	314
155	go	6	4	1	1	351
156	go	2	4	1	1	267
157	nogo	3	13	1	0	320
158	go	8	4	1	1	256
159	nogo	3	4	1	0	230
160	go	1	7	1	1	308
161	go	9	16	1	1	316
162	nogo	3	13	1	0	148
163	go	2	10	1	1	326
164	go	7	16	1	1	297
165	go	6	4	1	1	137
166	go	6	13	1	1	305
167	go	2	7	1	1	272
168	go	2	4	1	1	387
169	go	8	13	1	1	400
170	go	8	7	1	1	387
171	go	6	4	1	1	373
172	nogo	3	10	0	1	n/a
173	go	2	7	1	1	361
174	go	1	4	1	1	190
175	go	6	10	1	1	372
176	go	1	7	1	1	338
177	nogo	3	13	1	0	239
178	go	1	7	1	1	96
179	go	7	7	1	1	111
180	go	2	10	1	1	81
181	go	9	10	1	1	126
182	go	9	4	1	1	94
183	go	8	10	1	1	138
184	go	7	16	1	1	1
185	go	2	13	1	1	175
186	go	7	7	1	1	368
187	go	9	10	1	1	307
188	go	7	13	1	1	331
189	go	1	16	1	1	237
190	go	4	7	1	1	352
191	go	8	4	1	1	251
192	go	5	13	1	1	202
193	go	9	4	1	1	332
194	go	5	7	1	1	146
195	go	6	16	1	1	161
196	go	9	4	1	1	402
197	nogo	3	10	1	0	306
198	go	9	13	1	1	214
199	go	8	10	1	1	269
200	go	7	13	1	1	372
201	nogo	3	10	1	0	288
202	go	4	13	1	1	295
203	nogo	3	16	1	0	318
204	go	1	16	1	1	358
205	go	6	4	1	1	323
206	go	5	7	1	1	306
207	go	9	7	1	1	305
208	go	2	10	1	1	377
209	go	7	7	1	1	235
210	go	7	7	1	1	202
211	go	1	13	1	1	350
212	go	8	7	1	1	411
213	go	7	16	1	1	313
214	go	1	10	1	1	370
215	go	7	16	1	1	340
216	nogo	3	16	0	1	n/a
217	nogo	3	16	1	0	267
218	go	2	4	1	1	187
219	go	2	10	1	1	230
220	go	7	16	1	1	86
221	go	5	10	1	1	299
222	nogo	3	13	1	0	347
223	go	7	7	1	1	397
224	go	8	4	1	1	345
225	go	9	7	1	1	306
