trial	response	correct_response	accuracy	reaction_time
1	7	7	1	955
2	10	10	1	639
3	99	9	0	2824
4	12	7	0	2166
5	6	6	1	597
6	9	9	1	660
7	14	14	1	643
8	15	15	1	708
9	10	10	1	765
10	8	8	1	432
11	16	16	1	732
12	13	13	1	722
13	10	10	1	844
14	9	9	1	441
15	8	8	1	510
16	13	13	1	1028
17	9	9	1	315
18	7	7	1	475
19	8	8	1	292
20	9	9	1	393
21	7	12	0	2865
22	14	14	1	706
23	13	13	1	638
24	9	9	1	601
25	7	7	1	339
26	8	8	1	281
27	10	10	1	919
28	14	12	0	682
29	11	11	1	1021
30	8	8	1	529
