trial	response	correct_response	accuracy	reaction_time
1	7	7	1	229
2	10	10	1	1034
3	9	9	1	57
4	n/a	7	0	n/a
5	6	6	1	261
6	9	9	1	443
7	14	14	1	705
8	15	15	1	1192
9	10	10	1	939
10	8	8	1	29
11	16	16	1	864
12	13	13	1	595
13	10	10	1	1140
14	9	9	1	376
15	8	8	1	332
16	13	13	1	818
17	9	9	1	26
18	7	7	1	137
19	n/a	8	0	n/a
20	9	9	1	438
21	12	12	1	440
22	14	14	1	1001
23	13	13	1	550
24	n/a	9	0	n/a
25	7	7	1	110
26	8	8	1	50
27	10	10	1	1013
28	12	12	1	567
29	11	11	1	529
30	n/a	8	0	n/a
