trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	10	1	1	856
2	go	4	7	1	1	408
3	go	1	7	1	1	331
4	go	1	4	1	1	324
5	go	5	16	1	1	430
6	go	1	7	1	1	309
7	go	8	4	1	1	324
8	go	6	16	1	1	294
9	go	5	7	1	1	277
10	go	7	16	1	1	276
11	go	7	16	1	1	299
12	go	9	4	1	1	265
13	go	2	13	1	1	237
14	nogo	3	16	1	0	296
15	go	8	16	1	1	95
16	go	5	16	1	1	208
17	go	5	10	1	1	64
18	go	6	10	1	1	34
19	go	1	10	1	1	71
20	go	8	16	1	1	154
21	go	9	16	1	1	305
22	go	8	10	1	1	299
23	go	2	16	1	1	342
24	go	7	13	1	1	363
25	go	6	10	1	1	385
26	go	4	13	1	1	441
27	go	8	7	1	1	403
28	go	6	10	1	1	376
29	go	8	4	1	1	397
30	go	2	16	1	1	438
31	go	9	10	1	1	359
32	go	8	13	1	1	465
33	go	9	13	1	1	413
34	go	5	7	1	1	452
35	go	2	10	1	1	374
36	go	4	10	1	1	356
37	nogo	3	13	1	0	277
38	go	5	4	1	1	246
39	go	5	4	1	1	246
40	go	6	16	1	1	214
41	nogo	3	13	1	0	121
42	go	2	7	1	1	370
43	go	7	13	1	1	400
44	go	5	16	1	1	415
45	go	7	13	1	1	399
46	go	8	16	1	1	444
47	go	2	4	1	1	445
48	go	7	4	1	1	402
49	go	4	4	1	1	434
50	go	1	16	1	1	562
51	nogo	3	7	1	0	668
52	go	7	13	1	1	681
53	go	4	7	1	1	628
54	go	6	4	1	1	575
55	go	4	16	1	1	421
56	go	8	7	1	1	357
57	go	8	13	1	1	303
58	go	4	4	1	1	259
59	go	1	7	1	1	315
60	go	9	4	1	1	350
61	go	9	10	1	1	394
62	go	4	7	1	1	366
63	go	8	4	1	1	402
64	go	2	16	1	1	395
65	go	2	4	1	1	416
66	go	8	16	1	1	410
67	go	7	4	1	1	406
68	nogo	3	10	1	0	657
69	go	4	13	1	1	650
70	go	7	13	1	1	734
71	go	1	13	1	1	658
72	go	4	4	1	1	628
73	nogo	3	10	1	0	845
74	go	5	7	0	0	n/a
75	go	9	13	1	1	335
76	go	8	13	1	1	18
77	go	4	16	1	1	347
78	go	7	10	1	1	502
79	go	4	13	1	1	638
80	go	1	4	1	1	531
81	go	2	4	1	1	305
82	go	6	4	1	1	305
83	go	6	13	1	1	299
84	go	4	4	1	1	216
85	go	6	10	1	1	307
86	go	6	10	1	1	366
87	go	9	4	1	1	333
88	go	9	13	1	1	361
89	go	7	10	1	1	388
90	go	6	4	1	1	291
91	go	4	13	1	1	211
