trial	response	correct_response	accuracy	reaction_time
1	j	j	1	843
2	l	l	1	1951
3	j	j	1	1373
4	l	l	1	1805
5	l	l	1	1198
6	j	j	1	819
7	k	k	1	1052
8	k	k	1	1331
9	j	j	1	793
10	k	k	1	1194
11	j	j	1	753
12	j	j	1	1416
13	j	j	1	985
14	k	k	1	1207
15	k	k	1	1251
16	j	j	1	1141
17	k	k	1	1595
18	j	j	1	791
19	l	j	0	1669
20	k	j	0	1564
