onset	duration	trial_type	rating	response_time	database	identifier
6.264	6.008	vp	2	1.398	iaps	4640
21.147	6.005	vp	3	1.584	iaps	4607
32.430	6.016	vp	1	1.323	iaps	7430
48.530	6.017	dn	1	1.082	iaps	2490
61.647	6.015	dn	2	1.429	iaps	9042
74.743	6.015	dn	1	1.193	iaps	6243
90.841	6.004	ip	3	1.579	iaps	8180
103.505	6.007	ip	3	1.180	iaps	2208
116.978	6.006	ip	2	1.521	iaps	5820
133.062	6.016	vn	2	1.094	iaps	6250
145.862	6.016	vn	2	1.903	iaps	9530
159.261	6.015	vn	2	1.546	iaps	4621
175.359	6.016	dp	2	1.372	iaps	4680
189.357	6.004	dp	1	1.995	iaps	8210
201.528	6.009	dp	1	1.774	iaps	7260
217.601	6.010	in	3	1.169	iaps	6821
231.065	6.013	in	3	1.728	iaps	9331
243.761	6.016	in	4	1.231	iaps	9320
259.860	6.016	vt	1	1.158	iaps	7950
272.958	6.016	vt	1	1.797	iaps	7050
286.055	6.004	vt	2	1.386	iaps	7090
302.126	6.009	dn	2	1.448	iaps	9621
316.692	6.007	dn	2	0.914	iaps	9620
328.260	6.004	dn	2	1.267	iaps	9830
344.342	6.018	ip	3	1.588	iaps	2345
358.242	6.016	ip	3	1.709	iaps	2310
370.540	6.016	ip	2	1.185	iaps	8341
386.637	6.004	vn	2	1.313	iaps	6550
400.401	6.008	vn	2	0.797	iaps	2053
412.812	6.012	vn	1	1.479	iaps	9432
428.892	6.016	dp	2	0.961	iaps	1463
443.791	6.016	dp	1	1.516	iaps	8090
455.091	6.016	dp	1	0.930	iaps	1722
471.189	6.015	vt	1	0.947	iaps	2214
484.073	6.012	vt	1	0.967	iaps	7035
497.368	6.006	vt	1	1.143	iaps	7020
513.431	6.009	in	3	1.305	iaps	9495
527.795	6.011	in	4	0.785	iaps	6510
539.590	6.016	in	4	1.358	iaps	9001
555.689	6.016	vp	1	1.209	iaps	8370
570.088	6.016	vp	2	2.272	iaps	8496
581.885	6.015	vp	1	1.233	iaps	5000
