trial	response	correct_response	accuracy	reaction_time
1	k	l	0	1779
2	j	k	0	1137
3	n/a	l	0	n/a
4	j	j	1	1363
5	k	j	0	1548
6	l	j	0	1500
7	l	l	1	1819
8	l	l	1	1147
9	j	k	0	1836
10	l	j	0	1612
11	k	k	1	2077
12	j	j	1	1113
13	k	j	0	986
14	l	k	0	1014
15	l	l	1	1059
16	j	j	1	1344
17	j	k	0	1035
18	k	l	0	1710
19	j	j	1	1460
20	n/a	l	0	n/a
