onset	duration	trial_type	rating	response_time	database	identifier
6.276	6.016	vp	3	1.396	iaps	4652
21.174	6.016	vp	2	1.429	iaps	4623
32.473	6.015	vp	3	0.960	iaps	5811
48.570	6.007	dn	2	0.863	iaps	2715
61.650	6.010	dn	3	0.938	iaps	6370
74.743	6.016	dn	2	1.207	iaps	3300
90.842	6.017	ip	3	1.389	iaps	7400
103.542	6.016	ip	4	1.880	iaps	2341
117.040	6.016	ip	4	0.899	iaps	5450
133.138	6.018	vn	1	2.041	iaps	6210
145.925	6.010	vn	2	1.471	iaps	9470
159.291	6.007	vn	1	2.968	iaps	2753
175.364	6.011	dp	2	1.224	iaps	4659
189.357	6.017	dp	2	1.380	iaps	8080
201.577	6.014	dp	1	0.950	iaps	5660
217.672	6.015	in	4	1.209	iaps	6311
231.170	6.015	in	4	0.937	iaps	9265
243.857	6.010	in	4	0.955	iaps	7361
259.931	6.009	vt	1	0.925	iaps	7175
273.012	6.011	vt	1	1.175	iaps	6150
286.106	6.017	vt	1	0.978	iaps	7004
302.206	6.016	dn	2	1.344	iaps	9520
316.806	6.013	dn	2	1.578	iaps	9500
328.402	6.016	dn	2	1.079	iaps	9600
344.471	6.011	ip	3	1.139	iaps	4614
358.347	6.009	ip	4	1.029	iaps	2346
370.628	6.011	ip	4	1.182	iaps	8185
386.709	6.013	vn	2	0.950	iaps	6260
400.506	6.016	vn	2	1.007	iaps	2692
412.904	6.016	vn	3	1.027	iaps	9415
429.001	6.016	dp	1	1.509	iaps	1620
443.887	6.010	dp	2	2.912	iaps	7270
455.154	6.009	dp	3	3.999	iaps	2331
471.227	6.010	vt	2	1.212	iaps	2381
484.107	6.013	vt	2	1.310	iaps	2890
497.404	6.016	vt	1	1.470	iaps	2493
513.503	6.015	in	4	1.796	iaps	9452
527.887	6.012	in	4	1.288	iaps	6244
539.665	6.006	in	4	1.140	iaps	6315
555.728	6.007	vp	2	1.378	iaps	8350
570.102	6.005	vp	2	2.172	iaps	8400
581.886	6.016	vp	2	0.983	iaps	5260
