onset	duration	trial_type	rating	response_time	database	identifier
6.252	6.016	vp	2	2.085	iaps	4640
21.150	6.016	vp	3	3.485	iaps	4607
32.448	6.006	vp	4	0.936	iaps	7430
48.529	6.007	dn	1	0.867	iaps	2490
61.610	6.010	dn	2	0.683	iaps	9042
74.686	6.017	dn	1	0.856	iaps	6243
90.785	6.017	ip	3	2.071	iaps	8180
103.486	6.015	ip	4	2.237	iaps	2208
116.983	6.016	ip	3	1.508	iaps	5820
133.081	6.004	vn	3	3.898	iaps	6250
145.845	6.006	vn	3	0.962	iaps	9530
159.209	6.009	vn	4	1.400	iaps	4621
175.302	6.016	dp	2	1.442	iaps	4680
189.301	6.017	dp	2	2.052	iaps	8210
201.501	6.016	dp	1	0.822	iaps	7260
217.598	6.016	in	4	1.505	iaps	6821
231.096	6.006	in	3	0.916	iaps	9331
243.767	6.009	in	4	0.739	iaps	9320
259.834	6.005	vt	1	0.691	iaps	7950
272.905	6.012	vt	1	0.989	iaps	7050
286.000	6.016	vt	1	0.701	iaps	7090
302.100	6.016	dn	1	1.535	iaps	9621
316.698	6.015	dn	2	1.075	iaps	9620
328.296	6.004	dn	1	0.676	iaps	9830
344.365	6.038	ip	4	0.859	iaps	2345
358.265	6.008	ip	4	0.801	iaps	2310
370.538	6.011	ip	3	2.030	iaps	8341
386.632	6.016	vn	3	0.923	iaps	6550
400.432	6.016	vn	3	2.087	iaps	2053
412.815	6.014	vn	3	3.230	iaps	9432
428.911	6.015	dp	2	1.044	iaps	1463
443.798	6.009	dp	2	0.930	iaps	8090
455.072	6.009	dp	1	0.767	iaps	1722
471.136	6.012	vt	1	1.079	iaps	2214
484.031	6.017	vt	1	0.669	iaps	7035
497.331	6.016	vt	1	0.950	iaps	7020
513.429	6.015	in	3	1.103	iaps	9495
527.813	6.012	in	4	2.939	iaps	6510
539.590	6.006	in	3	2.692	iaps	9001
555.662	6.008	vp	3	3.319	iaps	8370
570.029	6.005	vp	4	0.673	iaps	8496
581.829	6.016	vp	2	0.978	iaps	5000
