onset	duration	trial_type	rating	response_time	database	identifier
6.260	6.016	vp	n/a	n/a	iaps	4640
21.158	6.015	vp	n/a	n/a	iaps	4607
32.456	6.007	vp	n/a	n/a	iaps	7430
48.529	6.006	dn	n/a	n/a	iaps	2490
61.629	6.016	dn	n/a	n/a	iaps	9042
74.728	6.016	dn	n/a	n/a	iaps	6243
90.828	6.016	ip	n/a	n/a	iaps	8180
103.526	6.015	ip	n/a	n/a	iaps	2208
117.024	6.015	ip	n/a	n/a	iaps	5820
133.121	6.007	vn	n/a	n/a	iaps	6250
145.885	6.008	vn	n/a	n/a	iaps	9530
159.266	6.011	vn	n/a	n/a	iaps	4621
175.360	6.016	dp	n/a	n/a	iaps	4680
189.360	6.017	dp	n/a	n/a	iaps	8210
201.558	6.015	dp	n/a	n/a	iaps	7260
217.642	6.012	in	n/a	n/a	iaps	6821
231.136	6.007	in	n/a	n/a	iaps	9331
243.809	6.008	in	n/a	n/a	iaps	9320
259.881	6.011	vt	n/a	n/a	iaps	7950
272.976	6.016	vt	n/a	n/a	iaps	7050
286.075	6.017	vt	n/a	n/a	iaps	7090
302.174	6.015	dn	n/a	n/a	iaps	9621
316.771	6.015	dn	n/a	n/a	iaps	9620
328.352	6.005	dn	n/a	n/a	iaps	9830
344.417	6.008	ip	n/a	n/a	iaps	2345
358.280	6.010	ip	n/a	n/a	iaps	2310
370.574	6.017	ip	n/a	n/a	iaps	8341
386.674	6.017	vn	n/a	n/a	iaps	6550
400.473	6.015	vn	n/a	n/a	iaps	2053
412.857	6.012	vn	n/a	n/a	iaps	9432
428.951	6.006	dp	n/a	n/a	iaps	1463
443.815	6.009	dp	n/a	n/a	iaps	8090
455.089	6.005	dp	n/a	n/a	iaps	1722
471.173	6.016	vt	n/a	n/a	iaps	2214
484.072	6.017	vt	n/a	n/a	iaps	7035
497.372	6.015	vt	n/a	n/a	iaps	7020
513.469	6.016	in	n/a	n/a	iaps	9495
527.855	6.011	in	n/a	n/a	iaps	6510
539.615	6.007	in	n/a	n/a	iaps	9001
555.688	6.006	vp	n/a	n/a	iaps	8370
570.071	6.016	vp	n/a	n/a	iaps	8496
581.871	6.016	vp	n/a	n/a	iaps	5000
