trial	response	correct_response	accuracy	reaction_time
1	7	7	1	550
2	10	10	1	690
3	9	9	1	971
4	7	7	1	380
5	6	6	1	359
6	9	9	1	217
7	14	14	1	627
8	15	15	1	1008
9	10	10	1	805
10	8	8	1	156
11	16	16	1	1496
12	11	13	0	694
13	10	10	1	586
14	7	9	0	641
15	8	8	1	630
16	13	13	1	1101
17	4	9	0	240
18	7	7	1	176
19	6	8	0	739
20	9	9	1	67
21	12	12	1	728
22	14	14	1	927
23	12	13	0	2008
24	9	9	1	795
25	6	7	0	623
26	8	8	1	190
27	10	10	1	830
28	12	12	1	640
29	11	11	1	797
30	8	8	1	445
