trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	4	0	0	n/a
2	go	4	10	1	1	598
3	go	1	7	1	1	328
4	go	1	16	1	1	366
5	go	5	13	1	1	336
6	go	1	16	1	1	351
7	go	8	16	1	1	423
8	go	6	13	1	1	418
9	go	5	16	1	1	413
10	go	7	4	1	1	451
11	go	7	13	1	1	366
12	go	9	7	1	1	410
13	go	2	10	1	1	463
14	nogo	3	4	0	1	n/a
15	go	8	10	1	1	814
16	go	5	16	1	1	386
17	go	5	13	1	1	378
18	go	6	16	1	1	343
19	go	1	13	1	1	360
20	go	8	7	1	1	405
21	go	9	7	1	1	397
22	go	8	10	1	1	385
23	go	2	16	1	1	561
24	go	7	4	1	1	427
25	go	6	4	1	1	423
26	go	4	16	1	1	437
27	go	8	4	1	1	499
28	go	6	13	1	1	442
29	go	8	7	1	1	459
30	go	2	13	1	1	453
31	go	9	7	1	1	492
32	go	8	13	1	1	496
33	go	9	7	1	1	476
34	go	5	10	1	1	402
35	go	2	16	1	1	461
36	go	4	16	1	1	428
37	nogo	3	13	0	1	n/a
38	go	5	16	1	1	857
39	go	5	13	1	1	377
40	go	6	7	1	1	412
41	nogo	3	13	1	0	371
42	go	2	10	1	1	651
43	go	7	13	1	1	462
44	go	5	13	1	1	429
45	go	7	16	1	1	381
46	go	8	4	1	1	553
47	go	2	13	1	1	591
48	go	7	7	1	1	425
49	go	4	7	1	1	524
50	go	1	7	1	1	522
51	nogo	3	10	0	1	n/a
52	go	7	16	1	1	364
53	go	4	13	1	1	60
54	go	6	16	1	1	323
55	go	4	10	1	1	339
56	go	8	7	1	1	422
57	go	8	16	1	1	507
58	go	4	13	1	1	430
59	go	1	10	1	1	467
60	go	9	16	1	1	438
61	go	9	7	1	1	477
62	go	4	16	1	1	455
63	go	8	7	1	1	554
64	go	2	10	1	1	499
65	go	2	7	1	1	467
66	go	8	13	1	1	484
67	go	7	7	1	1	452
68	nogo	3	10	0	1	n/a
69	go	4	13	1	1	748
70	go	7	4	1	1	401
71	go	1	7	1	1	438
72	go	4	4	1	1	476
73	nogo	3	13	0	1	n/a
74	go	5	13	1	1	672
75	go	9	16	1	1	386
76	go	8	16	1	1	379
77	go	4	4	1	1	462
78	go	7	7	1	1	455
79	go	4	7	1	1	412
80	go	1	7	1	1	517
81	go	2	7	1	1	577
82	go	6	4	1	1	458
83	go	6	4	1	1	416
84	go	4	13	1	1	502
85	go	6	10	1	1	494
86	go	6	16	1	1	557
87	go	9	13	1	1	478
88	go	9	10	1	1	564
89	go	7	13	1	1	519
90	go	6	7	1	1	464
91	go	4	4	1	1	447
92	go	1	4	1	1	472
93	go	7	4	1	1	454
94	nogo	3	10	0	1	n/a
95	nogo	3	10	1	0	683
96	go	9	16	1	1	470
97	go	8	4	1	1	532
98	go	2	13	1	1	501
99	go	7	13	1	1	426
100	go	6	10	1	1	420
101	go	6	10	1	1	500
102	go	1	13	1	1	472
103	go	9	13	1	1	401
104	go	9	10	1	1	371
105	nogo	3	10	0	1	n/a
106	go	1	4	1	1	814
107	go	4	10	1	1	489
108	go	1	13	1	1	399
109	go	1	7	1	1	424
110	go	2	4	1	1	417
111	nogo	3	16	0	1	n/a
112	go	6	4	1	1	501
113	go	8	7	1	1	456
114	go	5	10	1	1	449
115	go	9	10	1	1	452
116	nogo	3	4	0	1	n/a
117	go	9	16	1	1	432
118	go	5	13	1	1	395
119	go	5	16	1	1	378
120	go	4	7	1	1	405
121	go	2	4	1	1	678
122	go	6	10	1	1	738
123	go	8	4	1	1	707
124	nogo	3	7	0	1	n/a
125	go	8	4	1	1	373
126	go	4	7	1	1	443
127	go	4	4	1	1	413
128	go	2	10	1	1	488
129	go	5	4	1	1	601
130	go	2	10	1	1	639
131	go	1	16	1	1	543
132	go	1	10	1	1	623
133	go	5	4	1	1	549
134	go	9	10	1	1	565
135	go	5	4	1	1	573
136	go	4	16	1	1	617
137	go	5	16	1	1	496
138	nogo	3	7	0	1	n/a
139	go	4	4	1	1	714
140	go	2	4	1	1	430
141	go	5	7	1	1	461
142	go	6	16	1	1	419
143	go	9	7	1	1	468
144	go	4	16	1	1	479
145	go	6	10	1	1	522
146	nogo	3	16	0	1	n/a
147	go	1	4	1	1	468
148	go	5	13	1	1	395
149	go	5	10	1	1	424
150	go	4	10	1	1	377
151	go	6	7	1	1	414
152	go	4	7	1	1	346
153	go	5	16	1	1	400
154	go	5	13	1	1	414
155	go	6	7	1	1	431
156	go	2	4	1	1	469
157	nogo	3	16	0	1	n/a
158	go	8	7	1	1	586
159	nogo	3	16	1	0	383
160	go	1	7	1	1	409
161	go	9	4	1	1	469
162	nogo	3	13	0	1	n/a
163	go	2	16	1	1	504
164	go	7	7	1	1	431
165	go	6	7	1	1	442
166	go	6	10	1	1	502
167	go	2	4	1	1	593
168	go	2	13	1	1	463
169	go	8	4	1	1	556
170	go	8	7	1	1	532
171	go	6	4	1	1	548
172	nogo	3	4	0	1	n/a
173	go	2	10	1	1	829
174	go	1	4	1	1	536
175	go	6	10	1	1	452
176	go	1	4	1	1	514
177	nogo	3	4	0	1	n/a
178	go	1	10	1	1	739
179	go	7	10	1	1	471
180	go	2	13	1	1	384
181	go	9	4	1	1	440
182	go	9	10	1	1	482
183	go	8	10	1	1	542
184	go	7	13	1	1	467
185	go	2	16	1	1	617
186	go	7	16	1	1	526
187	go	9	13	1	1	468
188	go	7	10	1	1	425
189	go	1	16	1	1	395
190	go	4	7	1	1	376
191	go	8	16	1	1	460
192	go	5	13	1	1	446
193	go	9	7	1	1	438
194	go	5	10	1	1	386
195	go	6	16	1	1	379
196	go	9	16	1	1	390
197	nogo	3	16	0	1	n/a
198	go	9	13	0	0	n/a
199	go	8	4	1	1	446
200	go	7	4	1	1	450
201	nogo	3	16	0	1	n/a
202	go	4	16	1	1	530
203	nogo	3	10	0	1	n/a
204	go	1	4	1	1	591
205	go	6	7	1	1	482
206	go	5	16	1	1	433
207	go	9	13	1	1	425
208	go	2	13	1	1	418
209	go	7	7	1	1	714
210	go	7	13	1	1	588
211	go	1	16	1	1	631
212	go	8	7	1	1	646
213	go	7	4	1	1	518
214	go	1	13	1	1	465
215	go	7	10	1	1	489
216	nogo	3	13	0	1	n/a
217	nogo	3	10	0	1	n/a
218	go	2	10	1	1	568
219	go	2	13	1	1	443
220	go	7	7	1	1	460
221	go	5	4	1	1	642
222	nogo	3	10	0	1	n/a
223	go	7	10	1	1	467
224	go	8	13	1	1	535
225	go	9	7	1	1	707
