trial	response	correct_response	accuracy	reaction_time
1	k	l	0	1633
2	k	k	1	1321
3	l	l	1	1306
4	j	k	0	1580
5	k	k	1	965
6	l	l	1	728
7	k	k	1	903
8	l	l	1	1245
9	j	j	1	921
10	k	k	1	833
11	j	j	1	1148
12	k	k	1	1149
13	k	k	1	873
14	l	l	1	683
15	k	k	1	1460
16	l	l	1	624
17	l	k	0	1152
18	l	l	1	919
19	k	k	1	1692
20	k	j	0	1449
