trial	response	correct_response	accuracy	reaction_time
1	k	k	1	1593
2	j	j	1	789
3	j	j	1	931
4	k	k	1	956
5	l	l	1	1063
6	k	k	1	913
7	j	j	1	847
8	n/a	l	0	n/a
9	l	l	1	1875
10	l	l	1	1086
11	l	l	1	1202
12	k	k	1	1010
13	j	j	1	812
14	k	k	1	898
15	k	k	1	1005
16	j	j	1	1398
17	j	l	0	960
18	j	j	1	1099
19	l	l	1	999
20	j	j	1	831
