trial	response	correct_response	accuracy	reaction_time
1	8	8	1	1031
2	14	14	1	1597
3	16	16	1	1497
4	11	11	1	1110
5	6	6	1	626
6	10	10	1	1630
7	13	13	1	1507
8	7	7	1	886
9	3	3	1	1021
10	7	7	1	1425
11	10	10	1	1604
12	11	11	1	1550
13	10	10	1	1715
14	8	8	1	735
15	14	14	1	1822
16	15	15	1	1510
17	10	10	1	1189
18	9	9	1	839
19	8	8	1	627
20	12	12	1	1153
21	13	13	1	1534
22	5	5	1	937
23	9	9	1	979
24	11	11	1	1128
25	4	4	1	842
26	7	7	1	836
27	14	14	1	1670
28	13	13	1	1569
29	9	9	1	587
30	6	6	1	888
