trial	response	correct_response	accuracy	reaction_time
1	n/a	k	0	n/a
2	n/a	l	0	n/a
3	k	k	1	1687
4	l	l	1	1301
5	l	l	1	1416
6	k	k	1	1033
7	l	l	1	1026
8	k	k	1	1119
9	j	j	1	1163
10	n/a	j	0	n/a
11	n/a	j	0	n/a
12	n/a	j	0	n/a
13	l	l	1	1912
14	j	j	1	1680
15	l	l	1	1669
16	j	j	1	1762
17	j	j	1	883
18	k	k	1	1683
19	j	j	1	1182
20	l	k	0	1034
