trial	response	correct_response	accuracy	reaction_time
1	8	8	1	1478
2	14	14	1	1663
3	16	16	1	1335
4	11	11	1	875
5	6	6	1	617
6	10	10	1	1017
7	13	13	1	958
8	7	7	1	759
9	3	3	1	1032
10	7	7	1	601
11	10	10	1	1075
12	11	11	1	891
13	n/a	10	0	n/a
14	8	8	1	669
15	14	14	1	951
16	10	15	0	1043
17	10	10	1	1025
18	9	9	1	280
19	8	8	1	918
20	12	12	1	1248
21	13	13	1	2090
22	5	5	1	638
23	9	9	1	670
24	11	11	1	1055
25	4	4	1	654
26	7	7	1	106
27	14	14	1	1037
28	13	13	1	854
29	9	9	1	207
30	6	6	1	52
