onset	duration	trial_type	rating	response_time	database	identifier
6.274	6.005	vp	1	2.156	iaps	4640
21.154	6.008	vp	1	1.717	iaps	4607
32.429	6.006	vp	1	2.235	iaps	7430
48.513	6.016	dn	1	1.569	iaps	2490
61.629	6.016	dn	1	1.287	iaps	9042
74.728	6.015	dn	1	1.829	iaps	6243
90.826	6.016	ip	4	1.178	iaps	8180
103.511	6.011	ip	3	1.521	iaps	2208
116.987	6.008	ip	4	1.050	iaps	5820
133.062	6.004	vn	2	2.557	iaps	6250
145.844	6.017	vn	1	1.272	iaps	9530
159.245	6.016	vn	1	1.920	iaps	4621
175.344	6.015	dp	1	1.438	iaps	4680
189.341	6.015	dp	1	1.040	iaps	8210
201.545	6.009	dp	1	1.143	iaps	7260
217.610	6.008	in	4	0.981	iaps	6821
231.083	6.010	in	3	1.153	iaps	9331
243.760	6.016	in	4	1.336	iaps	9320
259.860	6.016	vt	1	1.538	iaps	7950
272.959	6.016	vt	1	1.497	iaps	7050
286.057	6.016	vt	1	1.188	iaps	7090
302.155	6.015	dn	1	1.666	iaps	9621
316.741	6.011	dn	2	1.613	iaps	9620
328.309	6.007	dn	1	1.434	iaps	9830
344.392	6.016	ip	4	1.167	iaps	2345
358.278	6.013	ip	4	1.052	iaps	2310
370.575	6.016	ip	4	1.020	iaps	8341
386.672	6.016	vn	2	1.901	iaps	6550
400.458	6.011	vn	1	1.171	iaps	2053
412.840	6.010	vn	1	1.076	iaps	9432
428.914	6.009	dp	1	1.257	iaps	1463
443.795	6.012	dp	1	1.719	iaps	8090
455.090	6.016	dp	2	1.436	iaps	1722
471.190	6.016	vt	1	1.496	iaps	2214
484.090	6.014	vt	1	1.476	iaps	7035
497.386	6.015	vt	1	1.605	iaps	7020
513.483	6.005	in	3	1.620	iaps	9495
527.855	6.008	in	4	1.214	iaps	6510
539.622	6.005	in	3	1.664	iaps	9001
555.706	6.016	vp	1	1.136	iaps	8370
570.105	6.016	vp	1	1.841	iaps	8496
581.905	6.015	vp	1	1.586	iaps	5000
