trial	response	correct_response	accuracy	reaction_time
1	8	8	1	514
2	14	14	1	1152
3	16	16	1	1642
4	1	11	0	143
5	6	6	1	863
6	10	10	1	871
7	13	13	1	1479
8	7	7	1	858
9	3	3	1	634
10	7	7	1	633
11	10	10	1	1121
12	11	11	1	326
13	10	10	1	1288
14	8	8	1	797
15	14	14	1	1187
16	15	15	1	997
17	10	10	1	924
18	9	9	1	365
19	8	8	1	887
20	12	12	1	1196
21	13	13	1	1214
22	5	5	1	775
23	9	9	1	1164
24	11	11	1	942
25	4	4	1	510
26	7	7	1	584
27	14	14	1	1774
28	13	13	1	1972
29	9	9	1	973
30	6	6	1	804
