trial	response	correct_response	accuracy	reaction_time
1	j	k	0	1073
2	l	l	1	765
3	l	l	1	1009
4	k	k	1	710
5	j	j	1	791
6	j	j	1	1038
7	k	k	1	570
8	j	j	1	937
9	l	l	1	836
10	k	k	1	1201
11	l	l	1	1115
12	j	l	0	975
13	k	k	1	1226
14	k	k	1	815
15	j	j	1	1285
16	k	k	1	1296
17	l	l	1	675
18	j	j	1	1259
19	l	l	1	1198
20	k	k	1	709
