trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1039
2	k	k	1	926
3	j	j	1	1266
4	l	j	0	1206
5	j	j	1	1288
6	j	j	1	1017
7	k	k	1	1182
8	j	j	1	830
9	k	k	1	999
10	j	j	1	1216
11	l	l	1	830
12	k	k	1	1193
13	j	j	1	979
14	k	k	1	1120
15	j	j	1	876
16	k	k	1	1189
17	l	l	1	890
18	n/a	l	0	n/a
19	k	k	1	1317
