trial	response	correct_response	accuracy	reaction_time
1	8	8	1	951
2	14	14	1	1570
3	16	16	1	1270
4	11	11	1	2021
5	6	6	1	1222
6	10	10	1	1262
7	13	13	1	1067
8	7	7	1	839
9	3	3	1	589
10	7	7	1	636
11	10	10	1	1059
12	11	11	1	1062
13	10	10	1	1097
14	8	8	1	567
15	14	14	1	1017
16	15	15	1	1300
17	10	10	1	1161
18	9	9	1	718
19	8	8	1	383
20	12	12	1	1203
21	13	13	1	767
22	5	5	1	413
23	9	9	1	395
24	11	11	1	1371
25	4	4	1	624
26	7	7	1	360
27	14	14	1	987
28	13	13	1	615
29	9	9	1	795
30	6	6	1	232
