trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1105
2	k	k	1	1043
3	j	j	1	696
4	k	k	1	845
5	j	j	1	1016
6	k	k	1	735
7	j	j	1	704
8	k	l	0	585
9	l	l	1	1075
10	j	j	1	695
11	l	l	1	1113
12	j	j	1	816
13	l	l	1	847
14	k	k	1	753
15	k	k	1	635
16	k	k	1	641
17	k	k	1	787
18	j	j	1	862
19	l	l	1	593
20	j	j	1	559
