onset	duration	trial_type	rating	response_time	database	identifier
6.246	6.015	vp	4	2.692	iaps	4640
21.143	6.016	vp	3	3.702	iaps	4607
32.442	6.004	vp	4	1.898	iaps	7430
48.522	6.008	dn	2	3.655	iaps	2490
61.613	6.006	dn	3	3.999	iaps	9042
74.696	6.016	dn	3	2.969	iaps	6243
90.796	6.017	ip	4	1.203	iaps	8180
103.495	6.016	ip	4	3.383	iaps	2208
116.993	6.015	ip	4	2.297	iaps	5820
133.078	6.011	vn	4	0.915	iaps	6250
145.845	6.008	vn	4	1.928	iaps	9530
159.212	6.006	vn	4	2.281	iaps	4621
175.294	6.017	dp	2	3.981	iaps	4680
189.294	6.017	dp	2	3.189	iaps	8210
201.494	6.016	dp	1	1.207	iaps	7260
217.591	6.016	in	4	2.010	iaps	6821
231.077	6.011	in	4	2.384	iaps	9331
243.753	6.007	in	4	0.967	iaps	9320
259.817	6.009	vt	2	3.375	iaps	7950
272.910	6.017	vt	2	1.372	iaps	7050
286.010	6.016	vt	3	2.489	iaps	7090
302.109	6.016	dn	3	1.954	iaps	9621
316.707	6.016	dn	2	3.430	iaps	9620
328.292	6.012	dn	3	2.428	iaps	9830
344.359	6.017	ip	4	1.201	iaps	2345
358.232	6.010	ip	4	1.444	iaps	2310
370.514	6.011	ip	3	1.037	iaps	8341
386.608	6.016	vn	4	1.135	iaps	6550
400.408	6.017	vn	4	1.821	iaps	2053
412.810	6.012	vn	3	1.330	iaps	9432
428.903	6.004	dp	2	1.348	iaps	1463
443.774	6.009	dp	2	3.177	iaps	8090
455.048	6.009	dp	2	1.971	iaps	1722
471.112	6.011	vt	2	2.639	iaps	2214
484.007	6.017	vt	2	1.324	iaps	7035
497.307	6.016	vt	2	1.410	iaps	7020
513.405	6.015	in	4	1.352	iaps	9495
527.790	6.011	in	4	1.197	iaps	6510
539.567	6.005	in	3	2.886	iaps	9001
555.647	6.009	vp	4	1.438	iaps	8370
570.022	6.004	vp	4	1.051	iaps	8496
581.810	6.012	vp	4	2.270	iaps	5000
