onset	duration	trial_type	rating	response_time	database	identifier
6.257	6.007	vp	2	3.291	iaps	5460
21.137	6.010	vp	1	3.078	iaps	4622
32.431	6.017	vp	4	1.391	iaps	7480
48.530	6.017	dn	2	2.918	iaps	2700
61.646	6.017	dn	2	1.830	iaps	9007
74.762	6.015	dn	2	1.730	iaps	3400
90.859	6.004	ip	1	2.851	iaps	8161
103.523	6.005	ip	n/a	n/a	iaps	1721
116.996	6.007	ip	2	1.438	iaps	5621
133.068	6.011	vn	3	3.999	iaps	6555
145.863	6.016	vn	2	3.165	iaps	9430
159.262	6.016	vn	1	1.750	iaps	2710
175.361	6.014	dp	1	2.185	iaps	5480
189.358	6.016	dp	n/a	n/a	iaps	8170
201.556	6.006	dp	1	1.529	iaps	7280
217.618	6.009	in	4	0.517	iaps	6834
231.111	6.016	in	2	2.412	iaps	9341
243.811	6.016	in	4	1.630	iaps	9330
259.910	6.017	vt	n/a	n/a	iaps	7705
273.009	6.016	vt	4	2.078	iaps	7179
286.106	6.016	vt	2	2.229	iaps	7233
302.177	6.009	dn	1	2.181	iaps	9592
316.751	6.008	dn	2	3.210	iaps	9471
328.326	6.006	dn	2	3.999	iaps	9611
344.410	6.016	ip	n/a	n/a	iaps	4180
358.309	6.016	ip	4	1.760	iaps	2224
370.608	6.015	ip	2	2.020	iaps	8186
386.706	6.015	vn	4	3.126	iaps	6831
400.503	6.005	vn	2	3.484	iaps	2688
412.884	6.008	vn	4	1.648	iaps	9342
428.959	6.004	dp	1	1.660	iaps	1510
443.842	6.016	dp	2	3.629	iaps	7580
455.141	6.016	dp	1	2.907	iaps	1650
471.240	6.015	vt	2	3.891	iaps	2393
484.138	6.015	vt	2	3.913	iaps	7080
497.435	6.005	vt	4	3.731	iaps	2840
513.499	6.008	in	4	1.760	iaps	9400
527.880	6.010	in	2	1.471	iaps	6830
539.674	6.016	in	2	4.001	iaps	7380
555.773	6.017	vp	4	1.899	iaps	8193
570.172	6.016	vp	2	2.909	iaps	8501
581.970	6.016	vp	2	2.797	iaps	5594
