onset	duration	trial_type	rating	response_time	database	identifier
6.248	6.017	vp	1	1.290	iaps	4290
21.148	6.015	vp	1	1.453	iaps	2395
32.446	6.016	vp	1	1.453	iaps	5700
48.543	6.016	dn	1	1.850	iaps	2120
61.631	6.010	dn	1	1.337	iaps	6230
74.739	6.008	dn	2	2.384	iaps	2455
90.814	6.016	ip	3	1.637	iaps	8034
103.513	6.018	ip	3	1.349	iaps	2170
117.013	6.017	ip	4	1.799	iaps	4800
133.111	6.016	vn	1	1.397	iaps	2590
145.909	6.016	vn	1	1.976	iaps	9180
159.290	6.006	vn	1	1.955	iaps	2278
175.362	6.007	dp	2	2.375	iaps	4610
189.335	6.010	dp	1	2.657	iaps	8120
201.529	6.017	dp	1	1.980	iaps	5600
217.629	6.016	in	3	1.116	iaps	3220
231.127	6.016	in	3	2.471	iaps	6561
243.811	6.013	in	3	1.128	iaps	6300
259.895	6.010	vt	1	1.752	iaps	7187
272.962	6.007	vt	1	1.274	iaps	7009
286.044	6.004	vt	1	1.154	iaps	7161
302.128	6.016	dn	1	1.897	iaps	9561
316.727	6.017	dn	1	1.552	iaps	9420
328.326	6.016	dn	1	2.046	iaps	9920
344.424	6.015	ip	3	1.138	iaps	2391
358.322	6.004	ip	4	1.120	iaps	2209
370.619	6.007	ip	4	2.126	iaps	8178
386.710	6.004	vn	2	1.988	iaps	2981
400.493	6.017	vn	2	3.247	iaps	1274
412.893	6.017	vn	2	3.564	iaps	9041
428.975	6.016	dp	2	2.500	iaps	1500
443.872	6.017	dp	1	1.669	iaps	7350
455.158	6.012	dp	1	3.558	iaps	1540
471.234	6.008	vt	1	1.587	iaps	2190
484.109	6.006	vt	1	1.327	iaps	7002
497.378	6.014	vt	1	1.219	iaps	5740
513.475	6.017	in	3	2.023	iaps	9050
527.874	6.015	in	4	1.639	iaps	2683
539.672	6.015	in	4	2.602	iaps	6213
555.769	6.006	vp	2	1.845	iaps	8179
570.132	6.008	vp	1	1.366	iaps	8510
581.906	6.007	vp	1	2.140	iaps	4641
