trial	trial_type	stimulus	fontsize	response	accuracy	reactiontime
1	go	1	10	1	1	770
2	go	4	13	1	1	352
3	go	1	16	1	1	273
4	go	1	4	1	1	265
5	go	5	13	1	1	279
6	go	1	7	1	1	249
7	go	8	16	1	1	300
8	go	6	10	1	1	280
9	go	5	10	1	1	303
10	go	7	10	1	1	309
11	go	7	13	1	1	325
12	go	9	7	1	1	248
13	go	2	7	1	1	302
14	nogo	3	7	1	0	233
15	go	8	16	1	1	274
16	go	5	10	1	1	266
17	go	5	13	1	1	258
18	go	6	16	1	1	333
19	go	1	13	1	1	296
20	go	8	10	1	1	313
21	go	9	16	1	1	457
22	go	8	13	1	1	311
23	go	2	13	1	1	353
24	go	7	16	1	1	413
25	go	6	10	1	1	313
26	go	4	4	1	1	364
27	go	8	4	1	1	435
28	go	6	10	1	1	372
29	go	8	13	1	1	347
30	go	2	7	1	1	368
31	go	9	16	1	1	359
32	go	8	4	1	1	371
33	go	9	13	1	1	223
34	go	5	13	1	1	264
35	go	2	4	1	1	305
36	go	4	7	1	1	317
37	nogo	3	10	1	0	215
38	go	5	7	1	1	484
39	go	5	4	1	1	341
40	go	6	4	1	1	303
41	nogo	3	13	1	0	298
42	go	2	13	1	1	378
43	go	7	7	1	1	300
44	go	5	13	1	1	318
45	go	7	13	1	1	314
46	go	8	10	1	1	361
47	go	2	16	1	1	501
48	go	7	16	1	1	401
49	go	4	13	1	1	325
50	go	1	7	1	1	316
51	nogo	3	7	1	0	200
52	go	7	10	1	1	305
53	go	4	4	1	1	301
54	go	6	16	1	1	414
55	go	4	10	1	1	34
56	go	8	13	1	1	327
57	go	8	4	1	1	333
58	go	4	10	1	1	416
59	go	1	16	1	1	391
60	go	9	16	1	1	307
61	go	9	10	1	1	353
62	go	4	10	1	1	301
63	go	8	16	1	1	323
64	go	2	7	1	1	537
65	go	2	7	1	1	382
66	go	8	7	1	1	299
67	go	7	16	1	1	151
68	nogo	3	4	1	0	53
69	go	4	7	1	1	227
70	go	7	10	1	1	541
71	go	1	10	1	1	559
72	go	4	7	1	1	464
73	nogo	3	4	0	1	n/a
74	go	5	7	1	1	341
75	go	9	7	1	1	355
76	go	8	10	1	1	314
77	go	4	7	1	1	274
78	go	7	10	1	1	441
79	go	4	10	1	1	434
80	go	1	16	1	1	337
81	go	2	13	1	1	389
82	go	6	4	1	1	562
83	go	6	4	1	1	454
84	go	4	4	1	1	153
85	go	6	4	1	1	263
86	go	6	7	1	1	327
87	go	9	7	1	1	568
88	go	9	7	1	1	401
89	go	7	16	1	1	47
90	go	6	16	0	0	n/a
91	go	4	16	1	1	66
92	go	1	13	1	1	269
93	go	7	4	1	1	400
94	nogo	3	16	1	0	260
95	nogo	3	16	1	0	20
96	go	9	10	1	1	102
97	go	8	16	1	1	301
98	go	2	16	1	1	311
99	go	7	13	1	1	245
100	go	6	7	1	1	300
101	go	6	4	1	1	271
102	go	1	7	1	1	194
103	go	9	10	1	1	231
104	go	9	10	1	1	275
105	nogo	3	16	0	1	n/a
