trial	response	correct_response	accuracy	reaction_time
1	l	l	1	1051
2	k	k	1	915
3	l	l	1	815
4	l	l	1	1569
5	j	j	1	812
6	l	l	1	1142
7	j	j	1	1337
8	k	k	1	768
9	k	k	1	896
10	l	l	1	878
11	l	l	1	1261
12	l	l	1	1018
13	l	l	1	1114
14	j	j	1	752
15	k	k	1	1228
16	k	k	1	970
17	k	k	1	1147
18	l	l	1	1128
19	j	j	1	751
